"ResponseId","Location","HAPPY","ANGRY","GENERAL ACTION","SPECIFIC ACTION","ACTION","SUM of ACTIONs","INACTION","NEUTRAL","Not FOUND","Blank","SAT1","SAT2","SAT3","SAT4","SAT5","SAT6","SAT7","SAT8","SAT9","SAT10","SAT11","SAT12","SAT13","SAT14","SAT15","SAT16","SAT17","SAT18","SAT19","SAT20","SAT21","SATTotal","Condition"
"R_uf7NP55L7sNXKvv","Oregon",4,1,1,1,5,7,6,23,1,3,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,8,"action"
"R_un4fSNi8pVAaIr7","Toronto",8,1,2,2,4,8,6,17,9,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,10,"action"
"R_URefogWpKKx0Iyl","Oregon",7,1,3,1,7,11,10,18,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,12,"inaction"
"R_URvl8YubWz4yixX","Oregon",2,2,1,3,4,8,5,19,8,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,13,"inaction"
"R_UuM9zZIkcWXJIn7","Illinois",5,2,1,2,5,8,4,14,14,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5,"inaction"
"R_UuODaadaFoxaJj3","Wesleyan",1,6,1,3,4,8,7,20,5,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,14,"action"
"R_UXT1yYhHE7nYujf","Wesleyan",5,5,1,1,4,6,8,19,4,3,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,8,"inaction"
"R_VOOi1v6ZcWlzlTP","Illinois",7,2,0,1,0,1,4,21,1,13,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,7,"action"
"R_VQmVZ3kqT09RC0h","Wesleyan",4,2,0,4,4,8,6,17,8,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,14,"inaction"
"R_vSvBuOXmnefxzIR","Toronto",8,NA,1,2,6,9,7,22,2,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,12,"inaction"
"R_VVfOZPCWNX1HgLn","Wesleyan",6,1,5,1,6,12,5,21,2,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,16,"action"
"R_VWR4bi3Batmz7PP","Oregon",1,3,2,2,8,12,7,13,8,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,"inaction"
"R_W2LCsCHJH57ypZD","Oregon",8,1,1,2,4,7,7,18,4,4,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,15,"action"
"R_W98XHRHTqnmH9Bf","Toronto",5,5,1,0,2,3,0,13,7,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,7,"action"
"R_WDPl7f1Wp0JNQ41","Oregon",4,4,2,3,2,7,7,20,6,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,15,"inaction"
"R_WkQ6ZXMeDsLYFyx","Toronto",7,2,1,1,3,5,6,11,4,14,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,10,"inaction"
"R_wN1W1esmDRvaUE1","Oregon",7,2,1,1,4,6,8,22,1,3,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,14,"action"
"R_WvNFZTp7qqeltER","Wesleyan",3,2,1,0,4,5,7,15,7,6,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,9,"inaction"
"R_xbUfFGI7aOOX8Od","Illinois",5,5,2,6,5,13,7,17,3,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,"action"
"R_xf67zzU10Z6f561","Wesleyan",5,1,1,2,4,7,6,23,4,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,11,"action"
"R_XhUlv9vuhhiqff3","Illinois",5,5,0,3,5,8,5,21,1,5,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,12,"inaction"
"R_xirV1c7LIN7JBm1","Toronto",3,1,1,4,5,10,8,15,7,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,15,"inaction"
"R_XmQnywA8HdaRLXP","Illinois",4,6,1,2,3,6,8,20,3,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,7,"action"
"R_XnXrVuRdJxGNXrz","Oregon",6,2,0,5,6,11,4,19,6,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,16,"inaction"
"R_Xpnm6d28tYLyYEh","Oregon",4,1,2,1,4,7,9,18,6,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,"inaction"
"R_XtRaRrf6R1ktZkd","Wesleyan",2,6,1,4,4,9,6,20,4,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,10,"inaction"
"R_XYRe9YLS1MHIget","Toronto",3,1,2,2,11,15,0,24,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,12,"inaction"
"R_xzki0fQzJ0KqWiZ","Illinois",5,5,0,1,5,6,4,21,9,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,9,"inaction"
"R_Y6vQLv08zAZhavv","Toronto",1,7,1,1,5,7,9,24,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,9,"inaction"
"R_yUZZg0bXKM4KX2p","Oregon",4,1,3,0,1,4,3,5,7,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,7,"action"
"R_YW9JwX7KNRKpzgJ","Oregon",3,1,2,4,2,8,6,13,5,8,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,12,"inaction"
"R_Z4Y1u2ezWv5J357","Illinois",6,2,1,1,2,4,4,18,6,8,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,15,"action"
"R_zZj3gRjC91zMA81","Wesleyan",7,1,2,3,2,7,7,22,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,16,"action"
