"Site","ID","ID2","gender","child_parent","age","age_.year","age_.month","age_.days","age_days","age_months","snake_experience","fear_snake","zoo","protocol","target_stimulus","order","stimulus_1","stimulus_2","stimulus_3","stimulus_4","stimulus_5","stimulus_6","stimulus_7","stimulus_8","stimulus_9","stimulus_10","stimulus_11","stimulus_12","stimulus_13","stimulus_14","stimulus_15","stimulus_16","stimulus_17","stimulus_18","stimulus_19","stimulus_20","stimulus_21","stimulus_22","stimulus_23","stimulus_24","RT.correct","number_errors"
"NI","NP283RCS  ","2NP283RCS   ","female","parent","30y-10m-28d  ",30,10,28,11289.875,370.919917864476,"yes","no",NA,"NP","other",1,0.92,1.92,2.92,3.92,4.92,5.92,6.92,7.92,8.92,9.92,10.92,11.92,12.92,13.92,14.92,15.92,16.92,17.92,18.92,19.92,20.92,21.92,22.92,23.92,12.42,0
"NI","NP401DCS  ","2NP401DCS   ","male","child","5y-11m-1d    ",5,11,1,2162.0625,71.0328542094456,"no","unknown",1,"NP","other",1,2.262,3.262,4.262,5.262,6.262,7.262,8.262,9.262,10.262,11.262,12.262,13.262,14.262,15.262,16.262,17.262,18.262,19.262,20.262,21.262,22.262,23.262,24.262,25.262,13.762,0
"NI","NP401RCS  ","2NP401RCS   ","male","parent","42y-7m-16d   ",42,7,16,15569.5625,511.525667351129,"yes","no",NA,"NP","other",1,2.012,3.012,4.012,5.012,6.012,7.012,8.012,9.012,10.012,11.012,12.012,13.012,14.012,15.012,16.012,17.012,18.012,19.012,20.012,21.012,22.012,23.012,24.012,25.012,13.512,0
"NI","NP402DCS  ","2NP402DCS   ","female","child","5y-10m-17d   ",5,10,17,2147.625,70.5585215605749,"yes","yes",2,"NP","other",1,2.543,3.543,4.543,5.543,6.543,7.543,8.543,9.543,10.543,11.543,12.543,13.543,14.543,15.543,16.543,17.543,18.543,19.543,20.543,21.543,22.543,23.543,24.543,25.543,14.043,0
"NI","NP402RCS  ","2NP402RCS   ","male","parent","45y-3m-3d    ",45,3,3,16530.5625,543.098562628337,"no","yes",NA,"NP","other",1,2.106,3.106,4.106,5.106,6.106,7.106,8.106,9.106,10.106,11.106,12.106,13.106,14.106,15.106,16.106,17.106,18.106,19.106,20.106,21.106,22.106,23.106,24.106,25.106,13.606,0
"NI","NP404DSC  ","2NP404DSC   ","female","child","5y-7m-29d    ",5,7,29,2068.3125,67.952772073922,"no","unknown",2,"NP","snake",2,2.137,3.137,4.137,5.137,6.137,7.137,8.137,9.137,10.137,11.137,12.137,13.137,14.137,15.137,16.137,17.137,18.137,19.137,20.137,21.137,22.137,23.137,24.137,25.137,13.637,4
"NI","NP404RSC  ","2NP404RSC   ","female","parent","38y-4m-25d   ",38,4,25,14026.25,460.82135523614,"no","yes",NA,"NP","snake",2,1.872,1.638,1.264,1.42,1.716,2.2,1.638,1.56,2.013,2.152,1.529,1.825,2.075,1.466,1.388,2.698,1.731,1.622,2.356,3.713,2.044,2.169,1.763,1.482,1.889,0
"NI","NP405DSC  ","2NP405DSC   ","male","child","5y-7m-5d     ",5,7,5,2044.3125,67.1642710472279,"no","yes",1,"NP","snake",2,1.497,6.224,1.326,4.352,2.449,1.248,1.56,2.948,1.451,5.711,1.638,1.545,1.919,2.371,2.356,1.997,2.73,1.856,3.463,1.388,1.763,6.053,2.262,3.011,2.63,0
"NI","NP405RSC  ","2NP405RSC   ","male","parent","36y-8m-1d    ",36,8,1,13393.5,440.032854209446,"yes","no",NA,"NP","snake",2,1.264,2.264,3.264,4.264,5.264,6.264,7.264,8.264,9.264,10.264,11.264,12.264,13.264,14.264,15.264,16.264,17.264,18.264,19.264,20.264,21.264,22.264,23.264,24.264,12.764,0
"NI","NP406DSC  ","2NP406DSC   ","female","child","5y-11m-20d   ",5,11,20,2181.0625,71.6570841889117,"no","no",1,"NP","snake",2,1.576,2.576,3.576,4.576,5.576,6.576,7.576,8.576,9.576,10.576,11.576,12.576,13.576,14.576,15.576,16.576,17.576,18.576,19.576,20.576,21.576,22.576,23.576,24.576,13.076,0
"NI","NP406RSC  ","2NP406RSC   ","male","parent","42y-11m-6d   ",42,11,6,15681.3125,515.197125256674,"no","yes",NA,"NP","snake",2,1.763,2.763,3.763,4.763,5.763,6.763,7.763,8.763,9.763,10.763,11.763,12.763,13.763,14.763,15.763,16.763,17.763,18.763,19.763,20.763,21.763,22.763,23.763,24.763,13.263,0
"NI","NP408DCS  ","2NP408DCS   ","male","child","5y-8m-3d     ",5,8,3,2072.75,68.0985626283368,"no","no",1,"NP","other",1,2.153,3.153,4.153,5.153,6.153,7.153,8.153,9.153,10.153,11.153,12.153,13.153,14.153,15.153,16.153,17.153,18.153,19.153,20.153,21.153,22.153,23.153,24.153,25.153,13.653,0
"NI","NP408RCS  ","2NP408RCS   ","female","parent","29y-3m-10d   ",29,3,10,10693.5625,351.328542094456,"no","yes",NA,"NP","other",1,2.543,3.543,4.543,5.543,6.543,7.543,8.543,9.543,10.543,11.543,12.543,13.543,14.543,15.543,16.543,17.543,18.543,19.543,20.543,21.543,22.543,23.543,24.543,25.543,14.043,0
"NI","NP409DSC  ","2NP409DSC   ","male","child","5y-8m-5d     ",5,8,5,2074.75,68.1642710472279,"no","yes",2,"NP","snake",2,3.12,1.607,2.886,5.835,3.385,2.839,3.9,5.366,4.664,3.307,4.119,1.966,2.574,4.072,3.261,3.011,4.368,2.09,1.451,1.42,1.95,1.622,2.902,1.264,3.041,0
"NI","NP409RSC  ","2NP409RSC   ","male","parent","40y-3m-21d   ",40,3,21,14722.3125,483.689938398357,"no","yes",NA,"NP","snake",2,2.792,3.792,4.792,5.792,6.792,7.792,8.792,9.792,10.792,11.792,12.792,13.792,14.792,15.792,16.792,17.792,18.792,19.792,20.792,21.792,22.792,23.792,24.792,25.792,14.292,2
"NI","NP410DCS  ","2NP410DCS   ","female","child","5y-5m-2d     ",5,5,2,1980.4375,65.0657084188912,"no","no",1,"NP","other",1,1.779,2.699,3.869,2.964,3.244,2.059,2.48,1.498,4.555,3.244,5.756,2.418,2.839,4.196,1.919,1.919,1.263,5.554,2.433,3.167,2.2,3.884,1.731,1.529,2.883,0
"NI","NP410RCS  ","2NP410RCS   ","male","parent","34y-8m-5d    ",34,8,5,12667,416.164271047228,"yes","yes",NA,"NP","other",1,1.185,2.185,3.185,4.185,5.185,6.185,7.185,8.185,9.185,10.185,11.185,12.185,13.185,14.185,15.185,16.185,17.185,18.185,19.185,20.185,21.185,22.185,23.185,24.185,12.685,0
"NI","NP411DSC  ","2NP411DSC   ","female","child","5y-7m-15d    ",5,7,15,2054.3125,67.4928131416838,"no","unknown",1,"NP","snake",2,4.508,5.508,6.508,7.508,8.508,9.508,10.508,11.508,12.508,13.508,14.508,15.508,16.508,17.508,18.508,19.508,20.508,21.508,22.508,23.508,24.508,25.508,26.508,27.508,16.008,3
"NI","NP411RSC  ","2NP411RSC   ","female","parent","36y-0m-30d   ",36,0,30,13179,432.985626283368,"no","yes",NA,"NP","snake",2,1.372,1.482,1.684,1.576,1.357,1.716,0.921,2.48,1.077,1.31,1.232,1.607,1.014,1.576,1.233,1.544,2.153,1.732,2.278,0.905,1.419,1.185,0.967,1.372,1.466,0
"NI","NP412DSC  ","2NP412DSC   ","female","child","5y-0m-3d     ",5,0,3,1829.25,60.0985626283368,"yes","unknown",1,"NP","snake",2,4.321,5.321,6.321,7.321,8.321,9.321,10.321,11.321,12.321,13.321,14.321,15.321,16.321,17.321,18.321,19.321,20.321,21.321,22.321,23.321,24.321,25.321,26.321,27.321,15.821,0
"NI","NP412RSC  ","2NP412RSC   ","female","parent","36y-8m-10d   ",36,8,10,13402.5,440.328542094456,"no","yes",NA,"NP","snake",2,1.419,2.419,3.419,4.419,5.419,6.419,7.419,8.419,9.419,10.419,11.419,12.419,13.419,14.419,15.419,16.419,17.419,18.419,19.419,20.419,21.419,22.419,23.419,24.419,12.919,0
"NI","NP440DCS  ","2NP440DCS   ","male","child","5y-11m-29d   ",5,11,29,2190.0625,71.952772073922,"no","no",2,"NP","other",1,1.201,2.201,3.201,4.201,5.201,6.201,7.201,8.201,9.201,10.201,11.201,12.201,13.201,14.201,15.201,16.201,17.201,18.201,19.201,20.201,21.201,22.201,23.201,24.201,12.701,0
"NI","NP440RCS  ","2NP440RCS   ","female","parent","37y-5m-1d    ",37,5,1,13667.4375,449.032854209446,"no","no",NA,"NP","other",1,2.293,3.293,4.293,5.293,6.293,7.293,8.293,9.293,10.293,11.293,12.293,13.293,14.293,15.293,16.293,17.293,18.293,19.293,20.293,21.293,22.293,23.293,24.293,25.293,13.793,0
"NI","NP442DCS  ","2NP442DCS   ","male","child","5y-6m-20d    ",5,6,20,2028.875,66.6570841889117,"no","no",2,"NP","other",1,3.931,4.931,5.931,6.931,7.931,8.931,9.931,10.931,11.931,12.931,13.931,14.931,15.931,16.931,17.931,18.931,19.931,20.931,21.931,22.931,23.931,24.931,25.931,26.931,15.431,3
"NI","NP442RCS  ","2NP442RCS   ","female","parent","48y-8m-18d   ",48,8,18,17793.5,584.591375770021,"yes","no",NA,"NP","other",1,1.966,2.966,3.966,4.966,5.966,6.966,7.966,8.966,9.966,10.966,11.966,12.966,13.966,14.966,15.966,16.966,17.966,18.966,19.966,20.966,21.966,22.966,23.966,24.966,13.466,0
"NI","NP470DCS  ","2NP470DCS   ","female","child","6y-0m-0d     ",6,0,0,2191.5,72,"no","no",2,"NP","other",1,2.98,3.98,4.98,5.98,6.98,7.98,8.98,9.98,10.98,11.98,12.98,13.98,14.98,15.98,16.98,17.98,18.98,19.98,20.98,21.98,22.98,23.98,24.98,25.98,14.48,0
"NI","NP470RCS  ","2NP470RCS   ","male","parent","36y-10m-21d  ",36,10,21,13474.375,442.689938398357,"no","no",NA,"NP","other",1,1.498,2.498,3.498,4.498,5.498,6.498,7.498,8.498,9.498,10.498,11.498,12.498,13.498,14.498,15.498,16.498,17.498,18.498,19.498,20.498,21.498,22.498,23.498,24.498,12.998,0
"NI","NP489DSC  ","2NP489DSC   ","male","child","4y-11m-22d   ",4,11,22,1817.8125,59.7227926078029,"no","no",1,"NP","snake",2,5.725,2.558,6.303,5.366,3.245,6.256,2.371,4.227,2.683,1.794,3.104,3.635,2.387,2.294,1.794,1.997,1.357,2.699,2.34,4.914,1.513,1.95,2.574,3.619,3.196,0
"NI","NP489RSC  ","2NP489RSC   ","female","parent","40y-6m-29d   ",40,6,29,14821.625,486.952772073922,"no","no",NA,"NP","snake",2,1.498,1.42,5.242,1.404,2.73,1.186,1.092,2.979,1.046,1.185,1.264,1.295,1.607,1.904,1.061,0.889,0.812,1.7,1.263,1.014,1.014,1.763,1.17,1.451,1.583,0
"NI","NP500DCS  ","2NP500DCS   ","female","child","4y-1m-25d    ",4,1,25,1516.4375,49.8213552361396,"no","no",2,"NP","other",1,10.031,25.724,15.069,7.815,15.506,3.229,3.495,3.292,2.106,3.089,2.169,3.713,2.059,2.138,2.668,3.276,2.948,2.871,2.823,4.68,2.371,2.527,2.449,2.106,5.34,1
"NI","NP500RCS  ","2NP500RCS   ","male","parent","55y-9m-5d    ",55,9,5,20367.6875,669.164271047228,"yes","no",NA,"NP","other",1,5.07,1.607,1.747,1.84,3.51,1.326,2.09,4.212,2.246,2.028,1.966,3.369,1.888,2.106,1.404,2.309,1.716,1.981,1.888,1.544,2.043,3.603,1.997,2.262,2.323,0
"NI","NP501DCS  ","2NP501DCS   ","male","child","4y-2m-3d     ",4,2,3,1524.875,50.0985626283368,"no","no",2,"NP","snake",2,1.607,2.324,1.186,4.492,2.215,3.931,7.91,3.479,3.182,4.867,3.713,5.569,2.668,3.588,0.827,1.185,2.823,1.904,1.731,2.184,2.184,2.387,2.574,1.201,2.905,3
"NI","NP501RCS  ","2NP501RCS   ","male","parent","38y-2m-27d   ",38,2,27,13967.375,458.887063655031,"no","yes",NA,"NP","snake",2,1.934,2.652,2.122,2.23,1.404,1.342,1.763,1.513,1.388,1.731,1.529,1.623,1.498,4.461,1.982,2.324,2.184,1.404,1.684,1.186,1.872,2.714,1.748,1.482,1.907,0
"NI","NP502DCS  ","2NP502DCS   ","male","child","4y-0m-13d    ",4,0,13,1474,48.4271047227926,"no","unknown",1,"NP","snake",2,3.807,1.717,4.384,2.606,2.184,1.514,2.527,1.857,2.761,4.633,1.513,1.248,3.916,2.698,2.949,1.466,2.559,1.638,1.451,1.466,2.138,1.669,2.2,4.43,2.472,6
"NI","NP502RCS  ","2NP502RCS   ","female","parent","29y-6m-17d   ",29,6,17,10791.875,354.558521560575,"no","yes",NA,"NP","snake",2,3.479,1.778,1.7,1.076,1.669,0.031,0.219,2.808,2.355,2.169,1.638,1.435,1.357,1.342,1.232,1.295,1.139,1.124,2.012,0.28,2.355,1.232,1.451,0.936,1.505,4
"NI","NP503DCS  ","2NP503DCS   ","male","child","4y-0m-23d    ",4,0,23,1484,48.7556468172485,"no","no",2,"NP","other",1,2.667,11.731,1.904,5.007,2.418,5.881,3.261,1.981,3.401,2.511,5.741,1.669,1.701,4.431,4.352,2.699,3.323,2.434,1.918,2.075,1.872,1.482,1.576,8.409,3.518,4
"NI","NP503RCS  ","2NP503RCS   ","male","parent","40y-7m-16d   ",40,7,16,14839.0625,487.525667351129,"no","no",NA,"NP","other",1,2.699,2.262,1.576,1.825,1.201,3.634,1.217,1.451,1.248,1.092,5.054,1.653,2.418,1.372,1.061,2.043,1.467,2.168,0.998,1.185,2.028,0.983,1.201,2.247,1.837,0
"NI","NP505DSC  ","2NP505DSC   ","male","child","4y-1m-1d     ",4,1,1,1492.4375,49.0328542094456,"no","unknown",1,"NP","snake",2,10.311,0.14,7.254,3.526,3.057,6.818,5.226,2.73,5.694,4.712,2.886,2.746,2.34,4.103,3.806,2.511,2.199,4.181,2.933,1.856,8.595,2.091,2.091,3.838,3.985,1
"NI","NP505RSC  ","2NP505RSC   ","female","parent","32y-5m-1d    ",32,5,1,11841.1875,389.032854209446,"yes","yes",NA,"NP","snake",2,2.636,1.841,2.059,1.155,1.482,1.326,1.544,1.887,1.216,1.919,1.358,1.232,1.326,1.326,1.934,3.011,1.747,1.295,2.932,3.058,2.558,1.888,1.092,2.87,1.862,0
"NI","NP608DSC  ","2NP608DSC   ","male","child","3y-10m-22d   ",3,10,22,1422.125,46.7227926078029,"no","no",1,"NP","snake",2,2.715,3.79,13.291,3.541,1.482,2.948,2.028,4.43,1.669,3.291,2.871,2.247,3.183,3.713,6.505,2.028,2.153,4.742,1.887,1.654,1.747,1.248,3.058,5.928,3.423,0
"NI","NP608RSC  ","2NP608RSC   ","male","parent","37y-5m-11d   ",37,5,11,13677.4375,449.361396303901,"yes","no",NA,"NP","snake",2,1.935,0.936,0.983,1.014,2.215,0.967,1.56,0.89,1.575,1.061,0.967,1.341,1.544,1.107,1.497,1.794,1.045,0.982,0.905,1.029,0.842,1.107,1.857,0.889,1.252,0
"NI","NP610DSC  ","2NP610DSC   ","female","child","3y-2m-23d    ",3,2,23,1179.625,38.7556468172485,"yes","no",1,"NP","snake",2,13.057,14.057,15.057,16.057,17.057,18.057,19.057,20.057,21.057,22.057,23.057,24.057,25.057,26.057,27.057,28.057,29.057,30.057,31.057,32.057,33.057,34.057,35.057,36.057,24.557,0
"NI","NP610RSC  ","2NP610RSC   ","male","parent","41y-5m-4d    ",41,5,4,15131.4375,497.131416837782,"yes","no",NA,"NP","snake",2,1.966,2.966,3.966,4.966,5.966,6.966,7.966,8.966,9.966,10.966,11.966,12.966,13.966,14.966,15.966,16.966,17.966,18.966,19.966,20.966,21.966,22.966,23.966,24.966,13.466,0
"NI","NP611DSC  ","2NP611DSC   ","female","child","3y-9m-1d     ",3,9,1,1370.6875,45.0328542094456,"no","no",1,"NP","snake",2,7.067,6.334,0.437,3.682,4.243,3.261,4.415,6.334,6.677,7.457,3.931,3.603,3.338,2.839,3.26,6.973,5.507,4.851,4.711,3.916,5.257,3.214,2.184,6.677,4.59,1
"NI","NP611RSC  ","2NP611RSC   ","female","parent","62y-7m-24d   ",62,7,24,22882.5625,751.788501026694,"no","yes",NA,"NP","snake",2,3.26,4.26,5.26,6.26,7.26,8.26,9.26,10.26,11.26,12.26,13.26,14.26,15.26,16.26,17.26,18.26,19.26,20.26,21.26,22.26,23.26,24.26,25.26,26.26,14.76,0
"NI","NP612DCS  ","2NP612DCS   ","male","child","3y-4m-8d     ",3,4,8,1225.5,40.2628336755647,"no","no",2,"NP","other",1,4.727,5.727,6.727,7.727,8.727,9.727,10.727,11.727,12.727,13.727,14.727,15.727,16.727,17.727,18.727,19.727,20.727,21.727,22.727,23.727,24.727,25.727,26.727,27.727,16.227,0
"NI","NP612RCS  ","2NP612RCS   ","female","parent","30y-4m-10d   ",30,4,10,11089.25,364.328542094456,"no","no",NA,"NP","other",1,1.731,2.731,3.731,4.731,5.731,6.731,7.731,8.731,9.731,10.731,11.731,12.731,13.731,14.731,15.731,16.731,17.731,18.731,19.731,20.731,21.731,22.731,23.731,24.731,13.231,0
"NI","NP613DCS  ","2NP613DCS   ","female","child","3y-11m-24d   ",3,11,24,1454.5625,47.788501026694,"no","no",2,"NP","other",1,3.322,4.322,5.322,6.322,7.322,8.322,9.322,10.322,11.322,12.322,13.322,14.322,15.322,16.322,17.322,18.322,19.322,20.322,21.322,22.322,23.322,24.322,25.322,26.322,14.822,0
"NI","NP613RCS  ","2NP613RCS   ","female","parent","29y-5m-8d    ",29,5,8,10752.4375,353.262833675565,"no","no",NA,"NP","other",1,1.592,2.592,3.592,4.592,5.592,6.592,7.592,8.592,9.592,10.592,11.592,12.592,13.592,14.592,15.592,16.592,17.592,18.592,19.592,20.592,21.592,22.592,23.592,24.592,13.092,0
"NI","NP614DCS  ","2NP614DCS   ","male","child","3y-2m-25d    ",3,2,25,1181.625,38.8213552361396,"no","no",1,"NP","other",1,4.259,5.259,6.259,7.259,8.259,9.259,10.259,11.259,12.259,13.259,14.259,15.259,16.259,17.259,18.259,19.259,20.259,21.259,22.259,23.259,24.259,25.259,26.259,27.259,15.759,5
"NI","NP614RCS  ","2NP614RCS   ","female","parent","37y-0m-0d    ",37,0,0,13514.25,444,"yes","yes",NA,"NP","other",1,1.872,2.872,3.872,4.872,5.872,6.872,7.872,8.872,9.872,10.872,11.872,12.872,13.872,14.872,15.872,16.872,17.872,18.872,19.872,20.872,21.872,22.872,23.872,24.872,13.372,0
"NI","RP300DFS  ","2RP300DFS   ","male","child","2y-8m-7d     ",2,8,7,981,32.2299794661191,"no","unknown",2,"RP","other",3,3.713,3.213,3.541,2.652,1.716,4.68,4.665,6.1,1.762,4.836,2.262,2.449,1.809,3.307,1.264,1.279,2.98,0.14,1.435,1.186,4.805,1.342,1.388,1.216,2.656,15
"NI","RP300RFS  ","2RP300RFS   ","male","parent","41y-3m-17d   ",41,3,17,15083.5625,495.558521560575,"no","no",NA,"RP","other",3,2.433,4.805,3.042,3.291,6.552,2.184,3.775,1.497,1.529,1.903,1.95,1.404,3.525,2.434,2.637,2.262,1.326,2.137,2.59,1.607,1.248,2.589,1.81,1.638,2.507,0
"NI","RP302DSF  ","2RP302DSF   ","female","child","2y-7m-1d     ",2,7,1,944.5625,31.0328542094456,"no","yes",2,"RP","snake",4,2.636,3.354,0.218,2.527,1.294,2.153,0.188,2.344,7.535,5.444,3.635,0.468,1.67,1.732,0.188,9.984,3.416,1.263,1.061,0.172,0.265,0.343,3.916,21.934,3.239,19
"NI","RP302RSF  ","2RP302RSF   ","female","parent","40y-2m-27d   ",40,2,27,14697.875,482.887063655031,"no","no",NA,"RP","snake",4,2.013,1.934,1.107,2.293,1.622,1.981,2.059,2.091,1.357,1.544,1.856,7.348,1.123,1.124,0.999,1.404,2.667,1.357,3.541,0.92,1.576,2.761,2.386,1.279,2.014,0
"NI","RP303DSF  ","2RP303DSF   ","male","child","2y-8m-7d     ",2,8,7,981,32.2299794661191,"no","no",2,"RP","snake",4,0.328,2.09,6.162,3.697,5.024,2.106,2.247,3.65,12.542,3.65,16.177,7.004,8.456,3.713,5.304,10.327,4.243,4.305,5.226,4.306,8.112,7.379,8.128,2.949,5.714,2
"NI","RP303RSF  ","2RP303RSF   ","female","parent","40y-3m-27d   ",40,3,27,14728.3125,483.887063655031,"no","no",NA,"RP","snake",4,2.277,2.698,0.203,1.014,1.279,1.404,1.092,1.888,2.028,1.887,2.309,1.841,1.528,1.545,2.949,1.217,1.81,1.762,1.654,1.185,2.2,2.964,1.794,1.482,1.75,1
"NI","RP304DSF  ","2RP304DSF   ","male","child","2y-11m-12d   ",2,11,12,1077.3125,35.394250513347,"no","yes",1,"RP","snake",4,5.024,4.961,3.884,8.955,3.916,8.876,3.931,6.474,5.382,6.084,2.309,13.572,3.339,4.103,2.449,7.816,5.803,6.194,3.916,5.866,5.507,3.759,2.855,8.814,5.575,0
"NI","RP304RSF  ","2RP304RSF   ","male","parent","34y-8m-5d    ",34,8,5,12667,416.164271047228,"yes","yes",NA,"RP","snake",4,2.636,1.498,1.123,1.342,1.919,1.092,1.232,1.326,1.529,1.123,1.435,1.155,1.591,0.936,1.107,1.825,1.279,1.825,1.498,2.028,1.045,1.591,1.591,1.482,1.467,0
"NI","RP305DSF  ","2RP305DSF   ","female","child","2y-3m-21d    ",2,3,21,842.8125,27.6899383983573,"no","no",2,"RP","snake",4,6.957,15.787,5.054,7.208,4.774,6.724,6.427,9.298,12.995,7.691,9.438,5.398,6.771,5.897,9.891,8.237,4.696,7.753,13.76,3.806,6.334,10.92,4.602,4.024,7.685,15
"NI","RP305RSF  ","2RP305RSF   ","female","parent","35y-0m-11d   ",35,0,11,12794.75,420.361396303901,"yes","yes",NA,"RP","snake",4,1.685,3.448,3.478,2.746,1.81,2.433,1.7,1.856,1.638,2.465,1.545,1.357,1.31,1.295,2.169,1.404,1.373,6.77,4.165,0.063,2.371,2.074,5.32,1.591,2.336,1
"NI","RP307DSF  ","2RP307DSF   ","male","child","2y-10m-21d   ",2,10,21,1055.875,34.6899383983573,"no","no",2,"RP","snake",4,5.694,6.224,1.513,2.215,20.701,5.679,3.51,3.604,1.95,6.973,4.103,5.164,2.106,4.29,5.148,7.675,0.156,8.018,24.117,2.901,7.363,4.087,6.489,5.134,6.034,5
"NI","RP307RSF  ","2RP307RSF   ","female","parent","32y-9m-12d   ",32,9,12,11973.9375,393.394250513347,"no","no",NA,"RP","snake",4,1.825,1.452,1.501,2.029,1.279,1.373,1.653,1.919,2.06,2.98,2.309,2.06,3.105,3.12,1.56,2.075,1.248,2.511,1.373,4.212,3.386,1.872,2.621,2.043,2.149,0
"NI","RP308DFS  ","2RP308DFS   ","male","child","2y-1m-29d    ",2,1,29,789.9375,25.952772073922,"no","no",2,"RP","other",3,5.523,4.274,6.177,3.385,2.683,2.652,3.167,4.04,1.919,2.839,2.216,5.273,3.073,3.682,9.048,9.219,5.616,4.384,3.151,4.275,3.588,3.401,3.495,3.244,4.18,0
"NI","RP308RFS  ","2RP308RFS   ","female","parent","32y-11m-13d  ",32,11,13,12035.8125,395.427104722793,"no","yes",NA,"RP","other",3,1.497,1.529,1.887,3.089,1.482,1.466,2.449,1.217,2.465,1.326,1.388,1.513,1.186,1.67,1.232,1.373,0.92,1.092,2.792,1.529,1.607,1.341,1.607,1.155,1.617,0
"NI","RP309DFS  ","2RP309DFS   ","male","child","2y-11m-25d   ",2,11,25,1090.3125,35.8213552361396,"no","yes",2,"RP","other",3,3.557,2.309,2.792,3.183,11.84,3.448,3.213,2.761,4.243,5.007,2.792,3.759,5.319,6.63,3.151,2.418,2.028,2.215,2.87,1.997,2.074,2.403,1.888,2.948,3.535,13
"NI","RP309RFS  ","2RP309RFS   ","female","parent","35y-4m-28d   ",35,4,28,12933.5,424.919917864476,"no","yes",NA,"RP","other",3,1.108,2.075,4.508,2.028,2.543,8.689,2.464,1.186,2.386,2.091,5.367,1.482,1.794,1.451,3.292,6.302,8.985,1.326,2.668,0.359,5.944,2.309,3.151,2.153,3.153,1
"NI","RP311DSF  ","2RP311DSF   ","male","child","2y-7m-2d     ",2,7,2,945.5625,31.0657084188912,"no","yes",2,"RP","snake",4,8.518,10.701,12.855,6.099,3.291,26.629,3.744,11.326,2.761,4.103,4.555,2.09,3.76,9.079,5.242,1.966,2.59,2.762,4.742,11.949,2.574,5.179,3.027,3.354,6.371,21
"NI","RP311RSF  ","2RP311RSF   ","female","parent","62y-4m-7d    ",62,4,7,22774.25,748.229979466119,"no","yes",NA,"RP","snake",4,3.807,4.212,4.4,2.933,1.826,2.138,3.074,1.326,5.46,2.34,6.006,6.927,3.775,1.545,2.262,1.108,2.168,1.264,2.278,2.559,3.604,1.748,7.379,2.013,3.173,1
"NI","RP312DFS  ","2RP312DFS   ","female","child","2y-9m-13d    ",2,9,13,1017.4375,33.4271047227926,"no","no",2,"RP","other",3,2.917,2.87,8.47,3.729,9.937,6.786,3.416,3.354,5.444,1.638,2.012,3.307,3.166,9.204,4.087,1.528,2.013,6.739,2.168,1.919,1.497,1.31,1.076,4.477,3.878,9
"NI","RP312RFS  ","2RP312RFS   ","female","parent","36y-11m-9d   ",36,11,9,13492.8125,443.29568788501,"no","yes",NA,"RP","other",3,3.915,3.214,1.747,1.825,0.14,1.357,2.137,1.965,0.624,4.197,3.369,2.308,4.212,1.466,3.479,1.513,1.575,2.824,2.527,3.166,2.777,1.435,2.433,2.153,2.348,2
"NI","RP313DFS  ","2RP313DFS   ","male","child","2y-10m-7d    ",2,10,7,1041.875,34.2299794661191,"no","no",2,"RP","other",3,1.045,0.811,1.575,1.326,0.983,0.874,6.116,5.194,3.338,0.016,3.027,7.971,3.339,7.207,1.762,0.296,3.323,1.451,11.841,2.854,3.198,5.647,0.921,2.73,3.202,21
"NI","RP313RFS  ","2RP313RFS   ","female","parent","35y-5m-6d    ",35,5,6,12941.9375,425.197125256674,"yes","yes",NA,"RP","other",3,0.156,1.201,1.685,2.652,1.139,1.716,1.186,2.527,1.201,1.887,1.217,1.575,1.326,2.777,2.23,1.732,0.343,1.934,4.868,1.529,2.699,1.56,1.514,1.794,1.769,2
"NI","RP314DFS  ","2RP314DFS   ","male","child","3y-1m-23d    ",3,1,23,1149.1875,37.7556468172485,"no","no",2,"RP","other",3,7.332,9.579,4.212,4.212,4.307,6.942,5.148,2.668,8.034,7.769,25.959,2.839,5.491,9.048,6.38,2.496,6.224,4.384,8.626,3.541,5.725,4.54,2.684,2.34,6.27,1
"NI","RP314RFS  ","2RP314RFS   ","female","parent","31y-10m-3d   ",31,10,3,11630.125,382.098562628337,"no","no",NA,"RP","other",3,2.074,1.108,1.404,1.56,1.856,1.95,1.731,1.872,1.669,2.574,1.529,3.807,1.326,1.514,1.186,3.4,1.263,3.307,1.279,1.248,1.248,1.685,1.17,4.01,1.907,0
"NI","RP315DFS  ","2RP315DFS   ","female","child","3y-2m-30d    ",3,2,30,1186.625,38.9856262833676,"no","no",1,"RP","other",3,6.427,6.021,7.098,3.291,3.962,3.869,5.382,3.307,4.602,7.722,3.308,3.307,2.714,3.868,6.006,3.603,3.744,4.602,4.618,4.992,3.588,4.774,5.913,10.078,4.866,0
"NI","RP315RFS  ","2RP315RFS   ","female","parent","31y-6m-16d   ",31,6,16,11521.375,378.525667351129,"yes","yes",NA,"RP","other",3,1.841,1.482,1.545,1.606,1.498,2.371,2.652,2.122,1.903,2.168,2.324,1.17,1.732,1.997,1.576,4.446,1.747,0.031,2.652,2.153,3.26,1.264,1.779,2.527,1.994,0
"NI","RP317DFS  ","2RP317DFS   ","male","child","3y-0m-10d    ",3,0,10,1105.75,36.3285420944559,"no","no",1,"RP","other",3,2.09,6.536,4.462,5.179,5.819,2.886,3.526,4.384,7.207,7.753,4.353,3.198,6.645,4.181,3.807,4.805,3.697,4.929,0.078,6.084,6.427,7.831,4.321,10.28,5.02,2
