"Site","ID","ID2","gender","child_parent","age","age_.year","age_.month","age_.days","age_days","age_months","snake_experience","fear_snake","zoo","protocol","target_stimulus","order","stimulus_1","stimulus_2","stimulus_3","stimulus_4","stimulus_5","stimulus_6","stimulus_7","stimulus_8","stimulus_9","stimulus_10","stimulus_11","stimulus_12","stimulus_13","stimulus_14","stimulus_15","stimulus_16","stimulus_17","stimulus_18","stimulus_19","stimulus_20","stimulus_21","stimulus_22","stimulus_23","stimulus_24","RT.correct","number_errors"
"LY","NP01302   ","3NP01302    ","male","child","3y-3m-28d    ",3,3,28,1215.0625,39.9199178644764,"yes","no",2,"NP","other",1,4.334,5.525,3.104,2.755,5.738,4.728,2.786,3.34,4.668,3.603,3.037,2.127,0.087,2.957,2.352,2.706,4.563,3.455,2.704,9.097,2.727,9.903,4.657,2.968,4.314,13
"LY","NP01401   ","3NP01401    ","female","parent","43y-1m-16d   ",43,1,16,15752.1875,517.525667351129,"yes","yes",NA,"NP","other",1,1.475,2.039,1.925,1.661,2.316,1.64,2.532,1.712,1.672,1.73,2.899,2.327,2.197,1.263,1.314,2.698,2.824,1.448,1.384,1.395,1.34,2.807,1.781,1.69,1.92,0
"LY","NP01402   ","3NP01402    ","female","child","3y-8m-18d    ",3,8,18,1357.25,44.5913757700205,"no","unknown",2,"NP","other",1,18.941,3.653,3.56,2.132,1.986,2.191,4.018,3.231,5.241,2.555,3.442,5.115,4.083,4.801,2.751,2.578,2.576,2.978,2.217,3.808,2.953,2.935,2.342,3.113,3.883,0
"LY","NP01501   ","3NP01501    ","female","parent","39y-0m-4d    ",39,0,4,14248.75,468.131416837782,"no",NA,NA,"NP","snake",2,1.557,2.561,1.957,2.41,1.86,2.11,1.894,1.605,2.356,1.897,1.819,2.009,1.818,2.246,1.93,1.664,1.882,1.815,1.582,1.796,1.536,1.56,1.779,1.529,1.882,0
"LY","NP01502   ","3NP01502    ","male","child","3y-7m-8d     ",3,7,8,1316.8125,43.2628336755647,"no","no",2,"NP","snake",2,1.604,1.903,6.618,5.546,2.401,2.122,2.246,3.113,1.742,1.594,2.677,1.594,4.339,2.054,18.692,6.189,2.658,14.435,5.366,1.871,1.873,2.7,3.058,2.729,3.624,5
"LY","NP01601   ","3NP01601    ","female","parent","31y-11m-9d   ",31,11,9,11666.5625,383.29568788501,"no","yes",NA,"NP","snake",2,1.676,1.791,2.82,1.174,1.462,1.251,2.268,1.223,1.58,1.53,0.941,1.481,1.261,1.731,1.439,1.376,1.372,1.126,1.315,1.758,1.221,1.122,2.881,1.361,1.548,0
"LY","NP01602   ","3NP01602    ","male","child","3y-8m-8d     ",3,8,8,1347.25,44.2628336755647,"no","no",1,"NP","snake",2,10.273,10.552,5.74,4.446,5.476,5.667,5.994,4.283,4.1,6.718,3.649,4.68,2.468,3.243,5.202,5.542,3.028,7.501,7.027,9.418,3.697,4.234,8.904,5.896,5.626,7
"LY","NP01701   ","3NP01701    ","female","parent","47y-1m-0d    ",47,1,0,17197.1875,565,"yes","no",NA,"NP","snake",2,1.213,1.227,1.622,1.566,1.413,1.285,1.882,1.538,1.4,1.345,1.418,2.644,1.972,1.806,1.345,1.265,1.489,1.314,1.364,1.623,1.289,1.355,1.325,1.366,1.503,0
"LY","NP01702   ","3NP01702    ","male","child","4y-7m-14d    ",4,7,14,1688.0625,55.4599589322382,"yes","no",1,"NP","snake",2,2.114,4.942,3.076,3.883,3.581,3.786,1.825,3.399,2.619,3.87,2.08,1.715,4.586,5.143,2.296,2.522,2.98,3.658,3.772,2.834,1.785,1.621,2.09,2.848,3.043,0
"LY","NP01801   ","3NP01801    ","female","parent","34y-11m-11d  ",34,11,11,12764.3125,419.361396303901,"yes","no",NA,"NP","other",1,1.693,1.047,2.035,1.111,3.555,1.55,1.283,2.205,2.135,1.629,2.58,1.782,1.172,1.974,0.891,1.432,1.833,1.63,1.461,0.86,1.491,1.766,1.954,2.281,1.723,0
"LY","NP01802   ","3NP01802    ","female","child","3y-4m-1d     ",3,4,1,1218.5,40.0328542094456,"yes","no",1,"NP","other",1,17.806,3.001,3.147,4.527,5.178,3.516,4.947,4.234,3.759,3.048,2.739,3.765,8.591,3.906,8.255,3.501,2.204,2.564,5.254,3.313,6.063,1.38,4.803,2.531,4.585,2
"LY","NP01901   ","3NP01901    ","female","parent","37y-4m-0d    ",37,4,0,13636,448,"yes","yes",NA,"NP","snake",2,2.915,2.876,1.391,2.112,1.828,2.872,2.456,1.485,1.87,1.672,2.143,1.495,1.25,1.91,1.516,1.469,1.375,1.234,1.282,2.594,1.422,1.656,1.281,1.704,1.825,0
"LY","NP01902   ","3NP01902    ","male","child","4y-8m-8d     ",4,8,8,1712.5,56.2628336755647,"yes","unknown",1,"NP","snake",2,1.377,1.157,1.407,1.625,2.766,1.272,2.922,2.079,6.102,1.339,1.328,1.437,2.297,2.329,1.362,5.583,2.657,1.719,2.578,1.641,2.396,2.672,1.219,1.385,1.875,5
"LY","NP02001   ","3NP02001    ","female","parent","25y-0m-14d   ",25,0,14,9145.25,300.459958932238,"yes","yes",NA,"NP","other",1,1.906,4.495,1.971,1.656,1.578,1.75,3.241,1.079,2.469,1.581,1.437,2.203,2.654,1.354,1.547,3.031,1.772,1.286,1.641,1.77,2.098,2.067,1.317,1.271,1.966,0
"LY","NP02002   ","3NP02002    ","male","child","2y-11m-28d   ",2,11,28,1093.3125,35.9199178644764,"yes","no",1,"NP","other",1,8.838,1.861,7.501,4.719,4.349,3.693,6.087,11.129,3.797,3.722,4.127,3.171,3.009,2.318,1.817,1.914,0.176,3.225,2.071,2.519,1.066,1.286,2.55,3.126,4.283,13
"LY","NP02101   ","3NP02101    ","female","parent","38y-3m-28d   ",38,3,28,13998.8125,459.919917864476,"no","no",NA,"NP","snake",2,2.087,1.281,0.948,1.208,1.446,0.956,0.844,1.925,0.285,1.503,1.158,1.188,1.375,0.891,1.203,0.89,1.391,0.782,0.703,0.922,0.672,1.25,2.116,0.734,1.161,2
"LY","NP02102   ","3NP02102    ","female","child","3y-4m-20d    ",3,4,20,1237.5,40.6570841889117,"no","unknown",1,"NP","snake",2,2.229,5.057,3.668,2.91,3.411,3.778,2.216,3.665,2.065,2.24,3.743,5.753,3.719,2.463,6.991,2.157,2.051,4.602,6.831,2.452,4.192,2.262,4.103,4.421,3.684,1
"LY","NP02201   ","3NP02201    ","female","parent","43y-3m-16d   ",43,3,16,15813.0625,519.525667351129,"no","yes",NA,"NP","other",1,1.392,2.305,2.247,1.257,2.357,2.604,2.065,1.347,1.895,1.674,1.178,1.769,1.575,1.313,1.875,1.112,1.634,1.578,1.164,1.214,0.944,1.169,2.576,1.237,1.645,0
"LY","NP02202   ","3NP02202    ","female","child","4y-9m-29d    ",4,9,29,1763.9375,57.952772073922,"no","unknown",1,"NP","other",1,2.084,2.455,3.722,2.178,2.7,3.294,2.727,1.751,2.126,1.984,2.708,2.059,2.358,1.674,2.929,2.857,3.405,1.636,2.254,7.894,3.181,1.865,2.142,2.71,2.696,0
"LY","NP02301   ","3NP02301    ","female","parent","42y-7m-18d   ",42,7,18,15571.5625,511.591375770021,"yes","no",NA,"NP","other",1,1.782,3.713,2.016,2.161,2.414,2.972,1.579,1.381,1.224,2.439,3.192,2.066,1.438,3.473,2.469,1.22,1.285,3.243,2.376,1.297,1.547,1.204,1.125,1.283,2.037,0
"LY","NP02302   ","3NP02302    ","male","child","4y-5m-26d    ",4,5,26,1639.1875,53.8542094455852,"yes","unknown",1,"NP","other",1,5.753,1.851,2.27,3.317,4.286,1.922,1.234,1.375,2.142,2.719,1.329,3.411,1.735,3.502,1.875,2.059,2.13,1.688,1.547,1.825,1.817,2.066,1.438,1.987,2.303,0
"LY","NP02401   ","3NP02401    ","female","parent","37y-8m-4d    ",37,8,4,13761.75,452.131416837782,"yes","yes",NA,"NP","other",1,2.063,2.125,2.047,2.172,1.423,5.001,2.25,1.173,0.859,1.954,1.125,1.297,2.829,1.031,1.937,1.531,2,1.407,0.875,2.61,2.141,1.579,1.281,2.5,1.884,0
"LY","NP02402   ","3NP02402    ","female","child","4y-7m-5d     ",4,7,5,1679.0625,55.1642710472279,"no","unknown",1,"NP","other",1,3.484,2.906,1.828,2.797,1.484,1.531,2.703,2.032,1.938,3.61,1.375,1.813,3.329,2.281,1.359,1.156,1.672,3.219,2.704,3.36,2.422,2.673,1.297,2.422,2.308,0
"LY","NP02501   ","3NP02501    ","female","parent","37y-1m-15d   ",37,1,15,13559.6875,445.492813141684,"yes","no",NA,"NP","other",1,1.36,2.141,1.594,1.562,1.86,1.188,0.859,1.219,0.875,2.516,1.797,2.203,1.501,0.891,1.187,2.828,1.25,1.047,1.751,1.234,0.938,1.047,3.251,1.219,1.555,0
"LY","NP02502   ","3NP02502    ","male","child","4y-11m-7d    ",4,11,7,1802.8125,59.2299794661191,"yes","unknown",1,"NP","other",1,4.907,2.641,3.86,2.22,2.281,2.735,4.329,4.454,4.001,4.454,1.533,2.907,1.844,2.485,1.906,3.078,2.984,1.626,2.875,3.703,6.173,5.329,2.376,5.22,3.33,0
"LY","NP02601   ","3NP02601    ","female","parent","38y-2m-4d    ",38,2,4,13944.375,458.131416837782,"no","no",NA,"NP","snake",2,0.25,1.36,2.766,1.766,1.656,0.953,2.266,2.5,1.969,1.36,1.735,3.391,0.797,1.422,1.328,2.735,1.031,0.86,1.782,1.672,1.016,1.297,1.594,2.984,1.75,1
"LY","NP02602   ","3NP02602    ","male","child","4y-8m-18d    ",4,8,18,1722.5,56.5913757700205,"no","no",1,"NP","snake",2,1.844,3.047,3.406,1.969,1.687,2.438,4.204,2.641,4.142,4.047,5.329,1.625,1.516,1.953,3.516,3.313,2.798,8.322,3.557,1.609,2.828,3.469,3.017,2.173,3.155,2
"LY","NP02701   ","3NP02701    ","female","parent","43y-5m-27d   ",43,5,27,15884.9375,521.887063655031,"no","yes",NA,"NP","snake",2,1.86,1.579,1.688,1.169,1.499,1.437,1.422,1.333,1.313,1.844,1.5,1.282,1,2.156,1.532,1.297,1.219,2.203,1.266,1.109,1.406,1.251,1.265,1.547,1.466,0
"LY","NP02702   ","3NP02702    ","female","child","4y-7m-4d     ",4,7,4,1678.0625,55.1314168377823,"no","yes",1,"NP","snake",2,5.11,6.017,2.344,2.953,2.313,3.078,2.485,2.594,2.063,2.797,2.578,5.126,4.126,3.844,5.033,6.774,4.536,3.563,3.797,4.86,3.531,5.358,4.422,6.449,3.781,3
"LY","NP02801   ","3NP02801    ","female","parent","32y-4m-18d   ",32,4,18,11827.75,388.591375770021,"yes","no",NA,"NP","other",1,1.438,1.782,1.684,1.78,1.547,1.015,1.063,1.208,1.313,1.172,1.75,1.188,1.156,1.703,0.891,1.297,1.578,1.063,1.5,1.453,1.86,1.313,1.141,1.454,1.39,0
"LY","NP02802   ","3NP02802    ","male","child","3y-0m-24d    ",3,0,24,1119.75,36.788501026694,"yes","no",1,"NP","other",1,2.063,2.817,2.752,2.562,2.219,2.594,1.578,3.376,2.079,1.474,1.875,1.716,3.271,2.751,1.844,2.5,2.078,1.594,2.079,1672,2.704,2.688,2.297,4.901,2.245,21
"LY","NP02901   ","3NP02901    ","female","parent","35y-3m-9d    ",35,3,9,12884.0625,423.29568788501,"yes","yes",NA,"NP","other",1,3.938,1.735,2.344,2.767,1.547,2.109,2.438,2.157,3.516,1.547,3.485,3.126,2.125,1.938,2.188,3.72,1.438,1.703,2.329,1.438,1.329,1.766,1.376,1.485,2.231,0
"LY","NP02902   ","3NP02902    ","female","child","3y-2m-8d     ",3,2,8,1164.625,38.2628336755647,"no","unknown",1,"NP","other",1,3.3,2.516,5.641,7.428,2.364,2.469,4.517,5.266,2.422,2.735,3.782,9.085,6.777,3.16,1.907,2.5,2.093,3.501,4.219,3.594,3.688,2.454,5.345,2.266,3.876,0
"LY","NP03001   ","3NP03001    ","female","parent","34y-0m-27d   ",34,0,27,12445.5,408.887063655031,"yes","no",NA,"NP","other",1,2.282,1.235,0.969,1.282,1.078,0.844,1.656,1.547,1.906,1.235,1.109,0.844,0.922,1.813,1.593,1.953,1.125,1.61,1.204,1.344,0.828,2.031,1.141,1.469,1.376,0
"LY","NP03002   ","3NP03002    ","female","child","3y-11m-16d   ",3,11,16,1446.5625,47.5256673511294,"yes","no",1,"NP","other",1,5.502,5.282,3.36,4.97,5.251,3.26,3.001,4.564,2.469,2.203,2.172,1.985,5.235,1.625,1.375,1.391,2.594,2.438,2.735,1.969,1.531,2.469,2.876,1.376,2.985,0
"LY","RP00101   ","3RP00101    ","male","parent","35y-0m-6d    ",35,0,6,12789.75,420.197125256674,"yes","yes",NA,"RP","snake",4,1.232,2.059,1.466,1.716,1.248,1.139,1.123,1.092,0.967,0.982,1.06,1.248,1.107,1.263,2.386,1.123,1.436,1.279,1.264,1.435,1.248,1.139,1.856,1.201,1.336,0
"LY","RP00102   ","3RP00102    ","female","child","3y-11m-8d    ",3,11,8,1438.5625,47.2628336755647,"no","unknown",2,"RP","snake",4,2.356,1.826,1.888,2.699,4.243,4.695,3.528,2.886,3.042,6.459,1.435,3.807,2.824,5.85,5.647,4.368,2.028,1.763,2.199,1.357,3.728,1.638,1.653,1.294,3.051,0
"LY","RP00201   ","3RP00201    ","male","parent","43y-0m-6d    ",43,0,6,15711.75,516.197125256674,"no","no",NA,"RP","other",3,1.092,2.231,1.451,1.279,1.997,1.326,2.075,1.045,1.451,1.232,1.373,1.217,1.996,1.139,1.731,1.154,1.108,1.607,1.716,1.108,1.326,2.418,1.622,0.967,1.486,0
"LY","RP00202   ","3RP00202    ","female","child","3y-5m-27d    ",3,5,27,1274.9375,41.8870636550308,"no","no",1,"RP","other",3,11.045,10.468,4.992,8.002,2.964,6.068,4.352,3.057,5.616,6.303,4.852,5.897,4.274,3.806,2.964,3.9,2.792,4.633,3.573,4.711,18.985,2.542,5.569,4.43,5.658,0
"LY","RP00301   ","3RP00301    ","female","parent","41y-3m-20d   ",41,3,20,15086.5625,495.657084188912,"no","yes",NA,"RP","snake",4,1.467,1.076,1.248,0.858,1.372,0.873,0.858,0.873,1.31,1.217,1.794,2.496,1.139,2.964,1.467,0.983,0.936,1.232,1.513,0.999,2.106,0.952,1.279,0.951,1.332,0
"LY","RP00302   ","3RP00302    ","male","child","3y-1m-17d    ",3,1,17,1143.1875,37.5585215605749,"no","yes",1,"RP","snake",4,5.148,3.447,4.742,3.791,6.334,4.399,14.165,18.596,6.38,7.145,1.965,4.087,7.316,7.66,4.977,7.441,7.753,3.167,4.166,7.988,18.408,12.184,9.75,5.601,7.448,2
"LY","RP00401   ","3RP00401    ","female","parent","38y-6m-29d   ",38,6,29,14091.125,462.952772073922,"yes","no",NA,"RP","other",3,2.215,1.935,1.684,1.388,1.435,1.482,2.652,2.309,1.435,1.872,1.279,1.279,1.529,1.528,2.558,3.494,2.668,1.762,1.591,1.638,1.326,1.06,0.968,1.279,1.765,0
"LY","RP00402   ","3RP00402    ","female","child","3y-0m-10d    ",3,0,10,1105.75,36.3285420944559,"no","no",1,"RP","other",3,13.167,10.311,8.081,4.368,10.873,9.189,11.356,10.078,11.544,5.569,6.474,14.914,15.242,8.284,4.524,5.788,3.588,6.474,4.945,1.872,3.697,5.554,1.872,3.245,7.542,0
"LY","RP00501   ","3RP00501    ","male","parent","39y-5m-16d   ",39,5,16,14412.9375,473.525667351129,"yes","no",NA,"RP","other",3,1.622,1.498,1.466,1.653,1.919,2.293,1.404,1.997,1.763,2.355,2.012,1.654,2.496,1.373,2.028,1.685,1.7,1.7,2.418,1.31,1.451,1.528,1.685,1.576,1.774,0
"LY","RP00502   ","3RP00502    ","male","child","3y-0m-30d    ",3,0,30,1125.75,36.9856262833676,"no","unknown",2,"RP","other",3,2.98,3.26,5.257,4.352,6.177,2.964,2.808,5.086,2.668,2.902,1.279,6.131,2.73,1.669,1.56,6.49,4.727,7.348,14.976,5.944,2.481,2.73,3.307,3.151,4.291,0
"LY","RP00601   ","3RP00601    ","female","parent","39y-9m-4d    ",39,9,4,14522.6875,477.131416837782,"no","yes",NA,"RP","other",3,1.809,1.373,1.482,1.904,1.622,1.841,2.137,1.575,1.794,1.997,2.668,1.482,1.419,1.794,1.076,1.451,1.294,1.731,1.95,1.217,1.388,2.418,1.217,1.358,1.667,0
"LY","RP00602   ","3RP00602    ","female","child","3y-7m-18d    ",3,7,18,1326.8125,43.5913757700205,"no","unknown",1,"RP","other",3,3.276,1.84,3.666,2.855,3.229,2.184,2.356,4.009,3.291,2.792,3.962,6.568,3.401,2.995,4.056,2.652,3.026,3.634,3.136,4.134,3.526,2.715,1.591,4.009,3.288,0
"LY","RP00701   ","3RP00701    ","female","parent","38y-8m-2d    ",38,8,2,14125,464.065708418891,"no","yes",NA,"RP","snake",4,1.935,1.341,1.482,1.076,1.124,3.962,1.233,1.17,1.326,1.154,1.092,1.014,1.794,1.185,1.123,1.482,1.279,1.435,2.964,1.716,0.905,1.56,1.061,1.966,1.516,0
"LY","RP00702   ","3RP00702    ","female","child","3y-4m-25d    ",3,4,25,1242.5,40.8213552361396,"no","unknown",1,"RP","snake",4,3.76,3.057,4.353,4.758,5.85,4.477,7.379,10.156,0,6.1,11.154,3.588,3.26,2.09,2.278,3.292,3.307,1.607,2.402,2.745,4.54,1.872,3.011,1.888,4.214,0
"LY","RP00801   ","3RP00801    ","female","parent","42y-10m-1d   ",42,10,1,15645.875,514.032854209446,"no","no",NA,"RP","other",3,2.948,1.42,1.903,2.247,1.653,2.012,1.825,2.169,2.059,1.747,2.324,1.606,1.326,1.279,2.309,2.23,1.419,1.653,1.529,1.545,1.872,1.809,1.591,2.074,1.856,0
"LY","RP00802   ","3RP00802    ",NA,NA,"             ",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY","RP00901   ","3RP00901    ","male","parent","50y-1m-26d   ",50,1,26,18318.9375,601.854209445585,"yes","no",NA,"RP","other",3,1.607,1.794,1.201,2.277,1.467,2.621,1.825,2.262,1.732,1.685,1.217,2.152,1.326,1.919,1.56,1.576,1.856,1.544,1.092,1.809,1.903,1.856,1.607,1.529,1.726,0
"LY","RP00902   ","3RP00902    ","male","child","3y-3m-26d    ",3,3,26,1213.0625,39.8542094455852,"yes","no",1,"RP","other",3,4.742,3.666,4.477,2.715,3.744,4.555,0.062,2.683,0.421,3.011,4.493,3.931,1.622,2.668,2.247,3.885,2.371,5.428,3.776,1.638,3.369,3.463,3.634,0.016,3.434,3
"LY","RP01001   ","3RP01001    ","female","parent","38y-2m-14d   ",38,2,14,13954.375,458.459958932238,"no","no",NA,"RP","other",3,1.061,1.155,1.138,2.184,1.545,1.388,3.791,1.996,1.248,1.763,1.904,1.264,1.763,2.262,1.856,3.011,1.497,1.185,1.529,1.513,1.17,1.513,2.075,1.779,1.733,0
"LY","RP01002   ","3RP01002    ","female","child","3y-0m-12d    ",3,0,12,1107.75,36.394250513347,"no","unknown",2,"RP","other",3,7.222,7.067,4.54,5.569,6.271,3.619,6.162,3.541,8.72,9.033,20.935,4.804,5.772,3.104,0.437,0.109,0.062,0.14,0.032,3.791,4.961,6.442,3.432,5.912,6.441,6
"LY","RP01101   ","3RP01101    ","male","parent","48y-4m-25d   ",48,4,25,17678.75,580.82135523614,"yes","no",NA,"RP","snake",4,1.248,1.092,1.185,1.919,1.014,0.983,1.482,1.326,1.248,0.983,1.154,1.217,1.513,2.199,1.076,1.311,1.014,1.092,0.951,1.482,1.092,0.982,1.95,1.7,1.301,0
"LY","RP01102   ","3RP01102    ","female","child","3y-10m-13d   ",3,10,13,1413.125,46.4271047227926,"no","no",1,"RP","snake",4,2.918,2.309,3.822,5.943,2.324,4.851,1.856,4.54,8.861,2.481,2.668,1.388,3.213,3.853,1.31,3.806,0.312,1.95,4.743,4.493,3.744,4.867,2.933,4.54,3.619,2
"LY","RP01201   ","3RP01201    ","female","parent","43y-6m-17d   ",43,6,17,15905.375,522.558521560575,"yes","no",NA,"RP","snake",4,1.544,2.121,1.201,1.654,1.638,0.967,0.89,1.373,2.013,1.435,1.138,1.248,0.983,0.936,0.874,1.233,0.983,2.668,1.279,1.388,0.889,1.607,2.48,1.201,1.406,0
"LY","RP01202   ","3RP01202    ","male","child","3y-9m-5d     ",3,9,5,1374.6875,45.1642710472279,"no","no",1,"RP","snake",4,2.028,5.428,13.728,14.617,15.99,11.528,5.522,6.848,4.852,2.684,2.933,10.327,2.558,4.056,11.294,2.262,2.153,7.519,8.595,7.036,1.654,3.464,1.716,4.056,6.369,0
"LY","RP01301   ","3RP01301    ","female","parent","36y-8m-11d   ",36,8,11,13403.5,440.361396303901,"no","no",NA,"RP","other",3,1.201,2.949,2.871,1.966,0.952,0.921,0.952,0.983,2.028,0.951,1.045,1.061,1.841,1.934,1.872,1.28,1.576,1.997,2.387,1.794,1.123,2.73,1.264,1.186,1.619,0
"LY","RP01302   ","3RP01302    ","male","child","3y-3m-4d     ",3,3,4,1191.0625,39.1314168377823,"no","no",1,"RP","other",3,2.917,2.216,2.387,4.586,3.135,4.025,3.183,2.371,3.525,4.15,2.59,9.329,3.354,2.902,9.469,4.929,2.324,6.224,3.838,6.365,5.116,3.182,4.961,5.304,4.355,1
"LY","RP01401   ","3RP01401    ","female","parent","37y-10m-8d   ",37,10,8,13826.625,454.262833675565,"yes","yes",NA,"RP","snake",4,2.621,1.077,1.139,0.936,1.014,2.013,1.17,1.202,1.202,1.154,1.03,1.202,1.17,1.248,0.092,1.295,0.952,2.309,3.229,2.621,1.17,1.061,1.03,1.311,1.42,0
"LY","RP01402   ","3RP01402    ","male","child","3y-0m-25d    ",3,0,25,1120.75,36.8213552361396,"no","unknown",1,"RP","snake",4,2.871,0.203,7.098,4.477,6.442,6.068,2.293,0.312,1.825,3.993,4.789,0.327,0.515,5.897,1.997,3.713,0.234,0.156,0,1.497,9.235,4.805,1.654,4.103,4.67,14
"LY","RP01501   ","3RP01501    ","female","parent","37y-0m-16d   ",37,0,16,13530.25,444.525667351129,"yes","yes",NA,"RP","other",3,1.373,1.81,1.716,1.607,1.466,1.732,1.903,1.622,1.809,1.872,1.591,1.497,1.653,1.575,1.606,3.073,1.841,2.215,1.778,1.904,1.716,1.841,1.67,1.903,1.782,0
"LY","RP01502   ","3RP01502    ","female","child","3y-9m-4d     ",3,9,4,1373.6875,45.1314168377823,"no","no",1,"RP","other",3,6.568,5.647,7.894,2.761,6.021,2.012,2.917,6.318,3.276,2.87,3.042,2.605,4.322,4.274,2.605,4.695,2.558,3.042,3.791,2.106,5.944,3.807,2.761,6.131,4.082,0
"LY","RP01601   ","3RP01601    ","female","parent","38y-9m-15d   ",38,9,15,14168.4375,465.492813141684,"yes","yes",NA,"RP","snake",4,1.872,0.936,0.874,1.045,0.92,1.248,1.029,1.014,2.106,0.889,1.747,1.17,1.669,1.014,1.545,1.498,1.435,1.092,1.747,1.139,0.967,1.342,1.451,1.56,1.305,0
"LY","RP01602   ","3RP01602    ","male","child","3y-4m-17d    ",3,4,17,1234.5,40.5585215605749,"no","unknown",1,"RP","snake",4,6.645,6.661,6.443,4.711,5.959,8.798,2.995,9.796,7.301,5.242,4.322,3.042,7.098,12.948,6.131,2.652,4.758,8.283,9.563,16.115,5.944,3.65,2.808,7.472,6.639,0
"LY","RP01701   ","3RP01701    ","female","parent","37y-11m-12d  ",37,11,12,13861.0625,455.394250513347,"no","no",NA,"RP","other",3,1.762,1.373,1.872,1.264,2.262,1.092,1.763,1.935,1.544,1.326,1.825,2.169,1.295,1.264,1.201,1.529,1.233,1.03,1.186,1.311,1.763,1.576,2.496,1.279,1.556,0
"LY","RP01702   ","3RP01702    ","female","child","3y-8m-10d    ",3,8,10,1349.25,44.3285420944559,"no","no",1,"RP","other",3,2.824,2.075,3.791,3.385,2.637,3.448,4.353,21.06,4.602,2.231,2.809,3.791,2.434,3.667,1.638,1.88,3.167,2.683,1.825,6.709,2.933,1.373,3.588,6.958,3.205,0
"LY","RP01801   ","3RP01801    ","female","parent","43y-6m-25d   ",43,6,25,15913.375,522.82135523614,"no","no",NA,"RP","snake",4,1.779,1.607,1.435,1.107,1.326,1.154,1.201,2.901,1.046,0.936,1.716,1.466,1.778,1.342,1.28,1.56,1.295,1.357,1.201,1.575,1.263,1.357,1.904,1.139,1.447,0
"LY","RP01802   ","3RP01802    ","male","child","3y-6m-6d     ",3,6,6,1284.375,42.1971252566735,"yes","yes",1,"RP","snake",4,5.538,0,9.204,4.305,8.081,9.906,13.338,6.537,4.431,2.215,1.856,5.21,4.462,1.545,3.4,7.597,3.089,4.009,3.073,4.883,5.226,1.295,3.775,3.354,5.058,0
"LY","RP01901   ","3RP01901    ","female","parent","38y-10m-21d  ",38,10,21,14204.875,466.689938398357,"yes","no",NA,"RP","other",3,1.872,2.309,2.216,1.513,1.654,2.247,1.81,1.7,1.544,3.027,1.966,1.997,1.31,1.654,4.29,1.996,2.543,2.355,1.669,1.825,1.81,1.467,1.373,1.326,1.978,0
"LY","RP01902   ","3RP01902    ","female","child","3y-4m-3d     ",3,4,3,1220.5,40.0985626283368,"no","no",1,"RP","other",3,3.791,2.386,2.964,4.977,1.513,4.134,3.432,7.129,2.917,2.402,3.542,6.209,6.287,3.276,1.794,4.181,5.101,1.982,2.808,6.396,4.243,2.746,4.68,4.227,3.88,0
"LY","RP02001   ","3RP02001    ","female","parent","37y-4m-1d    ",37,4,1,13637,448.032854209446,"yes","no",NA,"RP","snake",4,1.388,1.467,2.074,1.341,3.26,1.201,1.311,1.31,1.513,1.42,2.247,1.857,1.528,1.217,1.685,1.357,1.311,1.841,1.591,1.545,1.592,1.311,1.201,1.482,1.585,0
"LY","RP02002   ","3RP02002    ","male","child","3y-0m-29d    ",3,0,29,1124.75,36.952772073922,"yes","no",1,"RP","snake",4,5.538,3.213,2.309,4.618,3.104,5.132,2.496,2.62,5.803,4.041,3.323,5.242,4.212,3.105,2.481,3.713,3.4,3.806,2.403,3.791,2.059,4.555,4.212,5.538,3.78,0
"LY","RP02101   ","3RP02101    ","female","parent","39y-6m-14d   ",39,6,14,14441.375,474.459958932238,"yes","yes",NA,"RP","snake",4,1.404,1.186,1.342,1.419,1.529,1.513,1.342,1.404,1.903,3.728,1.107,2.293,1.155,1.467,1.857,1.342,1.872,2.356,1.201,3.401,1.904,1.17,2.278,2.433,1.775,0
"LY","RP02102   ","3RP02102    ","female","child","3y-11m-24d   ",3,11,24,1454.5625,47.788501026694,"yes","no",1,"RP","snake",4,3.26,3.213,2.667,7.425,6.006,2.964,2.106,3.37,4.774,9.798,5.602,2.216,6.117,5.196,2.341,4.493,2.387,8.191,6.21,2.278,2.918,5.461,6.663,6.71,3.965,6
"LY","RP02201   ","3RP02201    ","female","parent","43y-8m-15d   ",43,8,15,15964.25,524.492813141684,"yes","no",NA,"RP","other",3,1.45,1.17,1.45,1.295,1.248,1.123,1.95,1.279,1.498,1.232,2.34,1.794,1.435,2.262,1.216,1.014,1.154,1.622,1.232,2.324,1.467,2.808,2.184,1.17,1.572,0
"LY","RP02202   ","3RP02202    ","female","child","3y-9m-13d    ",3,9,13,1382.6875,45.4271047227926,"no","no",1,"RP","other",3,2.543,2.762,2.34,5.241,2.933,4.571,4.851,4.852,7.035,3.198,6.723,0.015,3.572,2.777,2.137,2.465,4.118,4.18,2.855,1.653,4.633,4.68,4.306,2.605,3.784,1
"LY","RP02301   ","3RP02301    ","female","parent","27y-10m-7d   ",27,10,7,10173.125,334.229979466119,"no","no",NA,"RP","other",3,4.493,2.074,1.482,1.685,1.451,1.341,1.435,1.762,2.169,1.482,2.652,1.42,1.544,1.107,1.341,1.17,1.701,1.592,1.653,1.435,1.264,1.326,1.669,1.607,1.702,0
