"g","van.p1.2_1","van.p1.2_2","van.p1.2_3","van.p1.2_4","van.p1.2_5","van.p1.2_6"
"elte",1,8,8,6,4,5
"eltetab",1,9,9,9,1,1
"eltetab",1,9,9,3,3,9
"elte",1,9,9,5,5,9
"elte",1,9,9,1,5,9
"eltetab",1,9,5,5,4,9
"eltetab",1,9,9,7,2,2
"elte",1,9,9,9,1,1
"elte",1,9,9,4,5,9
"eltetab",1,9,9,5,5,9
"elte",2,9,9,1,5,1
"eltetab",1,9,9,1,3,9
"eltetab",1,9,9,5,5,9
"elte",1,9,9,5,2,9
"elte",1,9,9,5,5,9
"eltetab",1,9,9,5,5,9
"eltetab",1,9,9,1,5,9
"elte",2,6,5,5,4,5
"elte",1,9,9,7,3,9
"eltetab",1,9,9,9,1,1
"elte",6,9,9,8,3,3
"elte",1,9,9,5,5,9
"eltetab",1,9,9,6,1,9
"eltetab",1,9,9,4,5,9
"elte",1,8,5,5,5,9
"elte",1,9,9,5,5,9
"eltetab",1,9,9,5,5,9
"eltetab",1,9,1,1,1,9
"elte",1,9,9,5,3,7
"elte",6,9,9,7,1,1
"eltetab",1,9,5,1,5,9
"eltetab",1,9,9,4,5,9
"elte",1,9,1,1,1,9
"elte",1,9,9,5,5,9
"eltetab",1,9,9,5,5,9
"eltetab",1,9,9,9,1,1
"eltetab",1,9,9,4,5,9
"elte",1,9,9,9,1,1
"elte",1,9,9,4,5,9
"eltetab",2,8,9,6,3,7
"elte",1,9,9,9,1,1
"eltetab",4,9,9,5,5,8
"elte",1,9,9,4,5,9
"elte",1,9,9,1,9,9
"elte",5,6,5,6,5,6
"eltetab",1,9,9,5,5,9
"elte",1,9,9,9,5,9
"elte",1,9,9,9,1,1
"eltetab",1,9,9,4,5,9
"eltetab",1,9,9,5,5,9
"elte",1,9,9,1,5,9
"elte",1,9,9,4,5,9
"eltetab",1,9,9,9,1,4
"eltetab",1,9,9,5,5,9
"elte",1,9,9,5,5,9
"elte",1,9,9,9,1,1
"eltetab",2,9,9,6,4,4
"eltetab",1,9,9,5,5,9
"elte",1,9,9,4,5,9
"eltetab",1,8,9,5,5,9
"elte",1,9,9,4,5,9
"elte",1,9,9,5,5,9
"eltetab",1,9,9,9,1,1
"elte",5,3,4,6,8,8
"eltetab",1,9,9,9,1,1
"elte",1,9,9,8,3,5
"elte",1,9,8,9,1,1
"eltetab",1,9,9,4,5,9
"eltetab",1,9,9,4,5,9
"elte",4,2,9,4,5,3
"eltetab",1,9,9,5,5,9
"elte",1,9,9,9,5,6
"eltetab",9,9,9,7,1,1
"elte",1,9,9,5,5,9
"elte",1,9,9,5,5,9
"eltetab",2,9,9,5,4,5
"eltetab",1,9,9,4,5,9
"elte",3,8,7,5,4,4
"eltetab",1,9,9,9,1,1
"elte",1,5,9,4,5,9
"elte",1,9,1,1,1,1
"eltetab",1,9,9,5,3,9
"eltetab",1,9,9,8,3,4
"eltetab",1,9,9,8,1,6
"eltetab",1,9,9,5,5,9
"elte",1,9,9,4,5,9
"eltetab",1,9,9,6,5,8
"elte",1,9,9,4,5,9
"eltetab",6,9,9,4,1,1
"elte",1,9,9,4,5,9
"eltetab",1,9,9,7,1,4
"eltetab",2,7,9,5,5,9
"elte",2,9,9,6,3,5
"eltetab",1,9,9,5,5,9
"elte",1,8,9,4,5,9
"eltetab",1,9,1,1,1,9
"elte",1,9,9,4,5,9
"elte",1,9,9,5,5,9
"eltetab",2,9,9,5,5,9
"eltetab",1,9,9,5,5,9
"elte",1,9,9,4,5,9
"elte",1,9,9,5,5,9
"eltetab",1,9,9,9,1,1
"eltetab",1,8,8,4,5,9
"elte",1,9,1,1,1,9
"elte",1,9,9,4,5,9
"eltetab",1,9,9,9,1,1
"eltetab",1,9,9,6,6,5
"elte",2,3,3,5,4,4
"elte",1,9,9,1,5,9
"eltetab",1,9,9,6,5,9
"eltetab",1,9,9,4,4,9
"elte",7,3,9,6,2,6
"eltetab",1,9,9,4,5,9
"eltetab",3,8,9,8,2,2
"elte",1,9,9,1,1,9
"elte",1,9,9,4,5,9
"eltetab",1,9,9,4,5,9
"elte",1,9,9,4,5,9
"elte",1,9,9,4,5,9
"eltetab",1,9,1,4,5,9
"elte",1,9,9,4,5,9
"elte",2,7,9,5,5,9
"elte",1,9,9,4,5,9
"eltetab",1,9,9,6,1,1
"eltetab",1,9,9,9,1,1
"eltetab",1,9,1,1,1,1
"elte",1,9,9,5,2,9
"elte",1,9,9,5,5,9
"eltetab",1,9,8,4,5,9
"elte",1,9,9,9,1,1
"elte",1,8,9,3,5,9
"mturk_india",1,8,1,7,1,1
"mturk_india",7,7,9,7,1,1
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,8,8,1,1
"mturk_india",9,9,9,9,1,9
"mturk_india",1,9,9,8,1,9
"mturk_india",6,3,7,5,6,5
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,4,5,9
"mturk_india",7,7,9,7,1,1
"mturk_india",6,5,6,6,5,7
"mturk_india",4,4,5,4,4,5
"mturk_india",1,9,9,5,5,9
"mturk_india",2,4,6,4,6,8
"mturk_india",3,5,5,6,5,6
"mturk_india",2,4,5,5,6,6
"mturk_india",6,7,9,7,3,8
"mturk_india",7,5,7,6,7,8
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,5,1,1
"mturk_india",7,6,6,7,6,7
"mturk_india",1,9,9,5,2,8
"mturk_india",1,9,8,6,1,1
"mturk_india",1,9,9,9,3,1
"mturk_india",1,9,9,9,1,1
"mturk_india",5,9,9,9,1,1
"mturk_india",4,9,9,5,4,4
"mturk_india",1,9,9,9,1,1
"mturk_india",5,5,8,6,6,6
"mturk_india",1,9,9,4,5,8
"mturk_india",1,9,9,4,5,9
"mturk_india",8,7,9,8,7,7
"mturk_india",5,8,8,5,1,1
"mturk_india",2,9,8,4,5,9
"mturk_india",9,9,9,9,1,1
"mturk_india",6,4,6,4,6,5
"mturk_india",2,9,9,9,1,1
"mturk_india",5,9,9,9,1,1
"mturk_india",2,9,9,5,5,6
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,8,9,6,7,8
"mturk_india",7,8,7,8,8,6
"mturk_india",1,9,1,1,9,9
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,6,5,4
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,5,5,9
"mturk_india",9,1,9,9,1,1
"mturk_india",1,9,1,5,5,9
"mturk_india",6,5,8,8,2,1
"mturk_india",1,9,9,9,1,1
"mturk_india",9,9,9,9,1,1
"mturk_india",5,9,6,7,5,8
"mturk_india",1,9,9,5,5,1
"mturk_india",1,9,9,7,2,3
"mturk_india",2,8,7,4,6,5
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,1,1,9,9
"mturk_india",1,9,9,5,3,9
"mturk_india",1,9,9,6,5,9
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,8,2,9
"mturk_india",1,9,9,5,1,1
"mturk_india",1,9,9,1,5,9
"mturk_india",7,9,7,6,7,8
"mturk_india",1,9,9,9,1,1
"mturk_india",6,8,6,5,7,8
"mturk_india",7,2,8,9,1,1
"mturk_india",9,9,9,9,1,1
"mturk_india",6,5,5,6,2,8
"mturk_india",6,4,6,5,7,6
"mturk_india",1,9,9,5,1,9
"mturk_india",2,5,8,9,7,5
"mturk_india",1,9,9,1,5,9
"mturk_india",2,9,9,8,3,7
"mturk_india",1,9,9,5,5,9
"mturk_india",9,9,9,9,1,1
"mturk_india",9,9,9,9,1,1
"mturk_india",7,7,9,8,1,1
"mturk_india",5,3,6,4,7,5
"mturk_india",9,9,9,9,1,1
"mturk_india",1,9,1,1,9,9
"mturk_india",1,9,9,4,5,9
"mturk_india",5,3,7,8,5,6
"mturk_india",4,5,3,5,3,5
"mturk_india",1,9,9,9,1,1
"mturk_india",5,2,4,7,3,3
"mturk_india",1,9,9,9,3,4
"mturk_india",1,9,9,7,3,9
"mturk_india",1,9,9,9,1,1
"mturk_india",3,8,7,5,5,7
"mturk_india",5,6,5,6,5,5
"mturk_india",1,9,9,5,4,9
"mturk_india",1,9,9,7,5,9
"mturk_india",1,9,9,5,5,9
"mturk_india",7,6,8,8,7,6
"mturk_india",4,8,9,4,5,1
"mturk_india",1,9,1,4,5,9
"mturk_india",1,9,9,5,3,8
"mturk_india",3,8,9,9,3,1
"mturk_india",1,9,9,1,1,9
"mturk_india",3,9,9,7,3,6
"mturk_india",9,9,1,1,9,1
"mturk_india",2,9,9,6,1,1
"mturk_india",1,9,9,4,5,9
"mturk_india",3,9,9,5,1,8
"mturk_india",2,9,8,7,6,7
"mturk_india",1,9,9,3,9,1
"mturk_india",1,9,8,5,5,9
"mturk_india",1,9,9,4,5,9
"mturk_india",9,9,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",9,1,9,9,1,1
"mturk_india",9,1,9,9,1,1
"mturk_india",9,9,9,9,9,9
"mturk_india",1,9,1,1,5,9
"mturk_india",7,7,9,7,2,3
"mturk_india",1,9,9,5,5,9
"mturk_india",2,9,9,8,1,1
"mturk_india",2,9,7,5,4,6
"mturk_india",5,7,5,2,9,2
"mturk_india",1,9,9,5,4,7
"mturk_india",1,9,9,6,1,9
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,5,5,9
"mturk_india",7,8,9,9,1,1
"mturk_india",1,3,9,4,5,9
"mturk_india",4,6,5,4,5,5
"mturk_india",1,9,9,5,5,9
"mturk_india",5,9,9,8,1,1
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,9,5,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,5,1,1
"mturk_india",5,9,9,8,1,1
"mturk_india",5,7,9,9,1,1
"mturk_india",2,5,5,2,3,5
"mturk_india",5,9,1,1,9,1
"mturk_india",1,9,9,9,1,1
"mturk_india",2,9,8,5,4,7
"mturk_india",1,9,9,9,1,1
"mturk_india",8,7,7,8,7,8
"mturk_india",1,9,9,9,1,9
"mturk_india",9,9,9,9,1,1
"mturk_india",7,6,7,6,5,6
"mturk_india",5,7,6,6,5,6
"mturk_india",1,9,9,5,5,5
"mturk_india",5,8,7,6,7,4
"mturk_india",4,9,9,6,2,6
"mturk_india",1,9,9,5,2,2
"mturk_india",1,9,9,5,5,6
"mturk_india",1,9,9,5,5,9
"mturk_india",7,5,4,6,7,5
"mturk_india",2,9,9,8,1,1
"mturk_india",1,9,9,4,5,8
"mturk_india",5,9,9,7,1,1
"mturk_india",6,5,6,5,6,5
"mturk_india",9,9,9,9,1,1
"mturk_india",1,9,9,5,5,9
"mturk_india",5,5,6,6,5,6
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,5,5,9
"mturk_india",9,9,9,9,1,1
"mturk_india",9,1,9,9,1,1
"mturk_india",5,9,9,8,1,1
"mturk_india",1,9,9,5,5,9
"mturk_india",5,6,3,6,4,6
"mturk_india",1,9,9,7,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,9,2,1
"mturk_india",1,9,9,4,5,9
"mturk_india",9,9,1,9,5,9
"mturk_india",5,9,8,5,5,9
"mturk_india",6,7,3,4,7,7
"mturk_india",1,9,9,1,1,9
"mturk_india",1,9,9,5,5,9
"mturk_india",4,7,9,5,1,4
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,9,1,9
"mturk_india",5,8,7,6,7,5
"mturk_india",1,9,9,9,1,9
"mturk_india",1,9,9,8,1,9
"mturk_india",1,9,9,5,4,8
"mturk_india",2,9,9,6,3,1
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,8,1,1
"mturk_india",9,9,9,9,1,1
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,9,1,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,9,1,1
"mturk_india",4,2,3,8,4,8
"mturk_india",1,9,9,5,4,8
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,4,5,9
"mturk_india",3,5,9,5,5,9
"mturk_india",1,9,9,1,5,9
"mturk_india",6,3,4,5,3,7
"mturk_india",1,9,9,9,1,1
"mturk_india",2,5,6,5,7,6
"mturk_india",2,9,9,6,5,8
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,6,5,9
"mturk_india",1,9,9,9,1,1
"mturk_india",9,9,9,9,1,1
"mturk_india",6,7,7,6,7,7
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,4,1,1
"mturk_india",6,7,7,7,7,6
"mturk_india",1,9,9,5,9,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,5,5,9
"mturk_india",7,8,9,9,8,6
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,9,1,9
"mturk_india",7,9,9,9,1,1
"mturk_india",1,9,9,5,5,9
"mturk_india",4,6,8,8,2,5
"mturk_india",5,8,9,6,7,6
"mturk_india",1,9,9,1,5,7
"mturk_india",5,6,5,2,5,7
"mturk_india",2,9,9,8,2,1
"mturk_india",1,9,9,4,5,9
"mturk_india",1,6,9,2,4,4
"mturk_india",1,9,9,9,1,1
"mturk_india",6,7,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",9,9,9,8,1,9
"mturk_india",5,9,1,1,1,1
"mturk_india",4,5,6,3,6,6
"mturk_india",5,6,4,6,4,8
"mturk_india",5,7,7,6,5,7
"mturk_india",1,9,9,4,5,9
"mturk_india",1,8,9,5,5,5
"mturk_india",8,6,4,9,8,7
"mturk_india",1,9,9,7,1,2
"mturk_india",5,9,9,7,1,1
"mturk_india",4,5,4,4,4,6
"mturk_india",1,7,8,6,5,8
"mturk_india",9,9,9,9,1,1
"mturk_india",1,9,9,1,1,9
"mturk_india",1,8,9,5,1,1
"mturk_india",8,6,9,4,4,5
"mturk_india",1,9,9,5,1,1
"mturk_india",9,9,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",3,8,7,5,5,7
"mturk_india",6,4,6,3,7,4
"mturk_india",2,9,6,5,3,8
"mturk_india",5,6,9,6,4,5
"mturk_india",1,9,9,6,3,6
"mturk_india",9,9,9,9,1,1
"mturk_india",1,9,1,5,5,9
"mturk_india",3,5,7,9,7,3
"mturk_india",1,9,9,9,1,1
"mturk_india",5,9,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",6,8,8,8,1,1
"mturk_india",6,7,6,7,6,4
"mturk_india",1,9,9,9,1,1
"mturk_india",9,2,9,9,1,1
"mturk_india",1,9,9,5,4,9
"mturk_india",1,9,1,1,1,8
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",8,8,8,8,2,2
"mturk_india",9,9,9,8,9,8
"mturk_india",3,9,9,7,5,9
"mturk_india",5,9,9,5,4,1
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",6,4,9,6,5,1
"mturk_india",1,9,9,4,5,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,9,1,1
"mturk_india",3,9,9,5,3,6
"mturk_india",1,9,9,1,1,9
"mturk_india",1,8,8,5,1,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,4,5,9
"mturk_india",7,5,6,5,4,7
"mturk_india",5,4,6,4,6,4
"mturk_india",1,9,9,9,1,1
"mturk_india",6,6,6,5,6,6
"mturk_india",1,8,9,4,5,9
"mturk_india",1,9,9,9,1,1
"mturk_india",2,9,9,5,5,9
"mturk_india",1,9,9,1,5,9
"mturk_india",3,9,9,5,5,8
"mturk_india",2,9,9,5,2,8
"mturk_india",5,9,9,6,1,1
"mturk_india",1,3,3,5,4,6
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,8,4,5,8
"mturk_india",1,9,9,4,5,9
"mturk_india",4,3,6,3,1,5
"mturk_india",1,9,9,6,2,2
"mturk_india",4,7,4,8,5,3
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,8,1,2
"mturk_india",1,9,9,5,5,7
"mturk_india",1,9,9,5,4,8
"mturk_india",1,9,9,5,5,8
"mturk_india",5,3,9,5,2,6
"mturk_india",1,9,9,4,9,8
"mturk_india",4,7,6,6,7,7
"mturk_india",2,9,9,6,3,4
"mturk_india",1,9,9,5,1,9
"mturk_india",1,9,9,5,5,9
"mturk_india",1,9,9,5,5,9
"mturk_india",9,9,9,9,3,1
"mturk_india",5,6,9,6,4,5
"mturk_india",1,9,9,5,1,3
"mturk_india",6,6,9,7,2,2
"mturk_india",6,5,5,6,4,5
"mturk_india",5,6,4,6,4,5
"mturk_india",5,7,6,7,2,3
"mturk_india",1,9,9,9,1,1
"mturk_india",1,9,9,9,1,1
"mturk_india",5,7,4,4,6,3
"mturk_india",3,9,9,5,5,6
"mturk_india",1,9,9,9,1,1
"mturk_india",5,4,7,7,7,7
"mturk_india",1,9,9,9,1,1
"mturk_india",8,1,3,9,5,3
"mturk_india",6,7,6,8,7,8
"mturk_india",7,7,7,6,3,3
"winchester",1,9,9,4,5,9
"winchester",1,9,9,5,5,9
"winchester",3,8,9,6,2,6
"winchester",1,9,9,4,5,9
"winchester",1,9,9,1,5,9
"winchester",2,9,1,5,5,9
"winchester",1,8,9,4,5,9
"winchester",1,9,9,4,5,9
"winchester",5,9,9,9,1,1
"winchester",1,9,9,1,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,4,3,5,7
"winchester",1,9,9,4,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,9,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,1,1,1,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,9,1,9
"winchester",1,9,9,9,1,1
"winchester",1,8,9,4,5,8
"winchester",2,9,9,5,4,8
"winchester",1,9,1,6,5,7
"winchester",1,7,6,4,5,9
"winchester",1,9,9,9,1,1
"winchester",1,9,9,5,5,9
"winchester",1,9,9,9,1,5
"winchester",1,9,1,4,5,9
"winchester",1,9,1,4,5,9
"winchester",1,9,9,4,5,9
"winchester",3,8,9,6,3,3
"winchester",1,9,9,1,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,1,1,1,9
"winchester",1,9,9,6,4,9
"winchester",1,9,9,5,1,1
"winchester",1,9,9,5,5,9
"winchester",1,9,1,1,1,9
"winchester",1,9,1,5,5,8
"winchester",1,7,9,6,5,4
"winchester",1,9,9,5,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,4,3,7
"winchester",1,9,8,5,5,5
"winchester",1,9,9,1,9,1
"winchester",1,9,9,5,1,9
"winchester",1,9,1,4,5,6
"winchester",1,9,9,4,5,9
"winchester",1,9,9,1,5,9
"winchester",1,9,9,5,1,7
"winchester",2,9,9,9,1,1
"winchester",2,8,9,5,4,5
"winchester",1,9,9,4,5,9
"winchester",4,8,7,5,5,7
"winchester",1,9,9,5,1,8
"winchester",1,9,9,1,5,9
"winchester",1,9,9,1,5,9
"winchester",1,9,9,1,9,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,1,5,3,9
"winchester",1,9,9,8,1,1
"winchester",1,9,9,4,5,9
"winchester",1,9,9,1,9,1
"winchester",1,9,9,9,1,1
"winchester",1,9,9,5,9,9
"winchester",1,9,1,5,5,9
"winchester",1,9,9,5,4,6
"winchester",7,5,9,8,2,2
"winchester",1,9,1,1,1,1
"winchester",5,8,9,8,3,1
"winchester",1,8,9,5,5,9
"winchester",1,9,9,5,4,9
"winchester",5,6,7,4,5,7
"winchester",1,9,9,4,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,9,5,1
"winchester",1,9,1,1,1,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,7,1,8,9
"winchester",1,9,9,5,4,1
"winchester",1,9,9,9,1,1
"winchester",1,7,9,5,5,9
"winchester",1,9,9,6,3,6
"winchester",6,9,7,5,3,5
"winchester",1,9,9,9,1,1
"winchester",1,9,9,5,5,9
"winchester",1,9,9,1,9,1
"winchester",1,9,9,4,5,9
"winchester",1,9,9,4,5,9
"winchester",1,9,9,1,5,9
"winchester",1,5,9,3,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,6,1,1
"winchester",1,9,9,9,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,4,4,9
"winchester",1,9,1,1,1,9
"winchester",1,9,1,1,1,9
"winchester",5,6,8,6,4,4
"winchester",1,9,9,9,1,1
"winchester",1,9,9,5,1,9
"winchester",1,9,8,4,4,7
"winchester",1,4,2,2,3,3
"winchester",2,9,9,5,4,8
"winchester",1,9,6,4,5,9
"winchester",1,9,1,1,1,1
"winchester",1,9,9,5,5,9
"winchester",1,9,5,5,5,5
"winchester",1,9,9,4,5,9
"winchester",1,9,1,1,9,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,1,1,1,9
"winchester",1,9,1,1,1,9
"winchester",1,9,5,5,5,5
"winchester",1,9,9,5,5,7
"winchester",1,9,8,4,5,8
"winchester",1,9,6,5,5,9
"winchester",9,9,9,9,1,1
"winchester",1,9,9,5,5,9
"winchester",1,9,9,5,2,9
"winchester",3,9,6,5,4,5
"winchester",1,9,9,4,5,9
"winchester",1,9,9,5,5,9
"winchester",1,9,9,4,7,9
"winchester",1,9,9,1,9,1
"winchester",1,9,9,5,5,6
"doshisha",1,9,1,4,5,8
"doshisha",1,9,5,4,6,9
"doshisha",1,8,9,5,5,9
"doshisha",5,9,9,5,2,6
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,1,5,9
"doshisha",1,9,9,4,5,9
"doshisha",3,9,7,3,4,9
"doshisha",1,9,9,9,1,1
"doshisha",1,9,9,9,1,1
"doshisha",3,4,9,9,4,3
"doshisha",1,4,1,5,5,9
"doshisha",4,4,5,4,5,5
"doshisha",9,1,9,9,1,1
"doshisha",1,9,9,8,1,1
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,9,1,1
"doshisha",3,5,8,4,5,7
"doshisha",9,9,9,9,1,1
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,5,4,8
"doshisha",3,4,9,5,3,6
"doshisha",1,9,9,4,6,6
"doshisha",1,9,9,9,1,9
"doshisha",1,8,9,5,5,9
"doshisha",1,9,9,1,5,9
"doshisha",1,9,9,7,3,9
"doshisha",5,8,9,9,1,1
"doshisha",2,9,8,4,5,8
"doshisha",3,9,9,5,4,8
"doshisha",5,6,9,6,2,2
"doshisha",2,1,9,5,5,6
"doshisha",1,8,9,4,5,9
"doshisha",1,9,7,4,1,4
"doshisha",1,9,9,9,1,1
"doshisha",1,9,9,4,5,9
"doshisha",1,8,9,4,5,9
"doshisha",1,9,9,5,5,8
"doshisha",1,9,9,6,2,3
"doshisha",1,9,9,4,5,9
"doshisha",1,9,1,1,1,9
"doshisha",1,9,7,4,4,9
"doshisha",9,1,9,9,1,1
"doshisha",1,7,2,4,4,9
"doshisha",1,1,9,9,1,1
"doshisha",1,7,9,4,5,9
"doshisha",5,1,2,4,5,8
"doshisha",4,5,7,5,6,5
"doshisha",1,9,1,5,5,9
"doshisha",1,9,9,9,1,9
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,5,5,9
"doshisha",2,8,9,3,5,9
"doshisha",4,5,4,5,4,4
"doshisha",1,9,1,1,1,9
"doshisha",2,9,9,4,5,8
"doshisha",1,9,9,9,1,1
"doshisha",2,8,9,5,3,7
"doshisha",1,9,9,1,5,9
"doshisha",3,9,9,5,4,5
"doshisha",1,9,9,1,5,9
"doshisha",1,7,8,5,4,8
"doshisha",4,7,5,4,6,4
"doshisha",1,9,9,4,5,9
"doshisha",1,9,9,8,1,1
"doshisha",1,8,9,5,4,8
"doshisha",1,8,9,4,5,9
"doshisha",1,8,9,5,5,7
"doshisha",1,9,9,6,2,2
"doshisha",1,9,9,4,5,9
"doshisha",1,7,6,5,6,8
"doshisha",1,8,9,5,5,9
"doshisha",1,9,9,1,5,9
"doshisha",1,8,9,4,5,9
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,6,2,9
"doshisha",1,9,9,4,5,9
"doshisha",1,9,9,5,5,9
"doshisha",1,8,9,7,2,7
"doshisha",1,9,9,5,4,6
"doshisha",1,9,9,4,5,9
"doshisha",1,9,9,7,1,1
"doshisha",4,9,9,5,4,5
"doshisha",1,9,9,1,5,9
"doshisha",1,9,9,4,5,9
"doshisha",1,9,9,4,5,9
"doshisha",1,9,9,5,5,9
"doshisha",1,9,9,4,5,9
"doshisha",2,9,1,1,6,7
"doshisha",1,9,9,5,4,8
"vuw",1,9,9,4,5,2
"vuw",4,5,4,3,4,4
"vuw",1,9,9,7,9,5
"vuw",1,9,9,1,9,1
"vuw",2,6,5,4,6,5
"vuw",2,9,9,5,5,6
"vuw",6,5,6,5,6,3
"vuw",1,8,9,4,5,9
"vuw",2,8,9,5,5,8
"vuw",4,5,3,6,5,5
"vuw",1,9,9,4,5,9
"vuw",1,9,9,9,1,9
"vuw",1,9,9,4,9,9
"vuw",1,9,9,6,3,8
"vuw",1,9,9,5,5,9
"vuw",1,9,9,6,1,1
"vuw",1,9,9,5,5,9
"vuw",1,9,9,5,1,1
"vuw",1,9,9,5,1,8
"vuw",1,9,9,4,5,9
"vuw",1,9,1,4,5,8
"vuw",1,9,9,6,3,9
"vuw",1,9,8,1,5,7
"vuw",1,9,9,4,5,9
"vuw",1,9,9,1,5,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,8,9,5,5,9
"vuw",1,9,9,1,5,9
"vuw",1,9,5,5,5,9
"vuw",1,9,9,4,5,1
"vuw",5,7,9,6,3,3
"vuw",3,5,9,5,4,9
"vuw",1,9,9,9,1,1
"vuw",1,9,9,9,1,1
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",7,7,1,9,4,6
"vuw",1,9,9,5,5,9
"vuw",1,9,9,5,5,9
"vuw",1,9,9,6,4,3
"vuw",1,9,9,4,1,9
"vuw",2,9,9,7,2,2
"vuw",1,9,9,4,5,9
"vuw",1,9,8,5,5,7
"vuw",1,9,9,5,1,2
"vuw",1,9,9,4,5,9
"vuw",1,8,9,5,3,7
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,8,5,4,5,9
"vuw",1,9,8,4,5,8
"vuw",1,8,8,5,4,7
"vuw",1,9,9,1,5,9
"vuw",1,9,1,1,1,9
"vuw",1,9,9,4,5,9
"vuw",1,5,6,5,3,5
"vuw",1,9,9,9,1,1
"vuw",1,9,9,4,5,9
"vuw",1,9,1,1,5,9
"vuw",1,9,9,5,5,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,9,1,1
"vuw",1,9,9,5,5,9
"vuw",1,9,9,1,3,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",7,3,3,5,1,2
"vuw",1,9,9,4,5,9
"vuw",1,9,9,8,1,1
"vuw",1,9,9,5,4,6
"vuw",2,9,9,9,1,1
"vuw",1,9,9,4,5,9
"vuw",1,9,9,4,5,9
"vuw",1,9,9,5,5,9
"vuw",1,9,8,4,5,9
"vuw",1,9,9,6,1,1
"vuw",5,9,9,7,1,1
