"g","nore1.1","nore1.2","nore1.3","nore1.4","nore1.5","nore1.6","nore1.7","nore1.8","nore1.9","nore1.10","nore1.11","nore1.12","nore1.13","nore1.14","nore1.15","nore1.16","nore1.17","nore1.18","nore1.19","nore1.20"
"moralsense",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"moralsense",0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"moralsense",1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"moralsense",1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"moralsense",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"moralsense",1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
"moralsense",0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
"moralsense",1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"moralsense",0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1
"moralsense",1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0
"moralsense",0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
"moralsense",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
"moralsense",0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
"moralsense",1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0
"moralsense",1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
"moralsense",1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"moralsense",1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0
"moralsense",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"moralsense",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0
"moralsense",1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
"moralsense",0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1
"moralsense",0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
"moralsense",1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"moralsense",1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1
"moralsense",0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"moralsense",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1
"moralsense",1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0
"moralsense",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"moralsense",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"moralsense",1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0
"moralsense",0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"moralsense",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"moralsense",1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0
"moralsense",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1
"moralsense",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"moralsense",1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"moralsense",0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1
"moralsense",1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0
"moralsense",0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"moralsense",0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"moralsense",1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0
"moralsense",1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"moralsense",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0
"moralsense",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"moralsense",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"moralsense",1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
"moralsense",1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
"moralsense",1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"moralsense",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"moralsense",1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"moralsense",0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0
"moralsense",0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0
"moralsense",1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"moralsense",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"moralsense",1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0
"moralsense",0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0
"moralsense",0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1
"moralsense",1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1
"moralsense",0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1
"moralsense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"moralsense",0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0
"moralsense",0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
"moralsense",0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0
"moralsense",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
"moralsense",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"moralsense",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"moralsense",0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
"moralsense",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
"moralsense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"moralsense",1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"moralsense",0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1
"moralsense",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"moralsense",0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
"moralsense",0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
"moralsense",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"moralsense",0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0
"moralsense",0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
"moralsense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"moralsense",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"moralsense",0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
"moralsense",0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
"moralsense",1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"moralsense",1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1
"moralsense",0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0
"moralsense",1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
"moralsense",0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0
"moralsense",0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1
"moralsense",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"moralsense",1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"moralsense",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"moralsense",1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"moralsense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"moralsense",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"moralsense",1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"moralsense",1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0
"moralsense",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"moralsense",0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0
"moralsense",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"moralsense",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"moralsense",1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"moralsense",1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
"moralsense",0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"moralsense",1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0
"moralsense",1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1
"moralsense",1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
"moralsense",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"moralsense",1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"moralsense",0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
"moralsense",0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0
"moralsense",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"moralsense",0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
"moralsense",1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0
"moralsense",1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0
"moralsense",1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
"moralsense",1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
"moralsense",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
"moralsense",0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
"moralsense",0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1
"moralsense",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"moralsense",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"moralsense",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"moralsense",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1
"moralsense",0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1
"moralsense",0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
"moralsense",1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
"moralsense",1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"moralsense",0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"moralsense",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"moralsense",1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"moralsense",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"moralsense",1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
"moralsense",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"moralsense",0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0
"moralsense",1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
"moralsense",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0
"moralsense",1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"moralsense",0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0
"moralsense",1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1
"moralsense",0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
"moralsense",0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"moralsense",1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
"moralsense",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
