"g","big5_03","big5_04"
"UniversityOfVirginia",5,4
"UniversityOfVirginia",6,6
"UniversityOfVirginia",5,3
"UniversityOfVirginia",5,5
"UniversityOfVirginia",6,3
"UniversityOfVirginia",6,7
"UniversityOfVirginia",7,2
"UniversityOfVirginia",5,3
"UniversityOfVirginia",6,7
"UniversityOfVirginia",6,7
"UniversityOfVirginia",5,2
"UniversityOfVirginia",6,5
"UniversityOfVirginia",5,2
"UniversityOfVirginia",7,5
"UniversityOfVirginia",7,2
"UniversityOfVirginia",7,5
"UniversityOfVirginia",6,3
"UniversityOfVirginia",3,7
"UniversityOfVirginia",7,4
"UniversityOfVirginia",6,3
"UniversityOfVirginia",6,2
"UniversityOfVirginia",5,4
"UniversityOfVirginia",5,2
"UniversityOfVirginia",5,4
"UniversityOfVirginia",7,5
"UniversityOfVirginia",6,2
"UniversityOfVirginia",5,5
"UniversityOfVirginia",6,3
"UniversityOfVirginia",6,2
"UniversityOfVirginia",7,4
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,5
"UniversityOfVirginia",6,4
"UniversityOfVirginia",7,5
"UniversityOfVirginia",6,2
"UniversityOfVirginia",4,4
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,5
"UniversityOfVirginia",7,6
"UniversityOfVirginia",6,2
"UniversityOfVirginia",6,3
"UniversityOfVirginia",2,6
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,6
"UniversityOfVirginia",5,3
"UniversityOfVirginia",6,2
"UniversityOfVirginia",5,2
"UniversityOfVirginia",5,5
"UniversityOfVirginia",7,1
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,3
"UniversityOfVirginia",5,2
"UniversityOfVirginia",4,7
"UniversityOfVirginia",4,5
"UniversityOfVirginia",5,7
"UniversityOfVirginia",6,6
"UniversityOfVirginia",4,5
"UniversityOfVirginia",6,3
"UniversityOfVirginia",7,5
"UniversityOfVirginia",5,4
"UniversityOfVirginia",6,6
"UniversityOfVirginia",6,3
"UniversityOfVirginia",5,2
"UniversityOfVirginia",6,5
"UniversityOfVirginia",5,3
"UniversityOfVirginia",5,3
"UniversityOfVirginia",4,6
"UniversityOfVirginia",5,2
"UniversityOfVirginia",5,6
"UniversityOfVirginia",7,3
"UniversityOfVirginia",4,5
"UniversityOfVirginia",6,2
"UniversityOfVirginia",6,3
"UniversityOfVirginia",6,1
"UniversityOfVirginia",7,1
"UniversityOfVirginia",6,5
"UniversityOfVirginia",5,2
"UniversityOfVirginia",5,5
"UniversityOfVirginia",3,5
"UniversityOfVirginia",5,3
"UniversityOfVirginia",6,1
"UniversityOfVirginia",6,6
"UniversityOfVirginia",6,1
"UniversityOfVirginia",6,6
"UniversityOfVirginia",5,5
"UniversityOfVirginia",7,7
"UniversityOfVirginia",7,2
"UniversityOfVirginia",6,5
"UniversityOfVirginia",5,5
"UniversityOfVirginia",5,1
"UniversityOfVirginia",6,7
"UniversityOfVirginia",7,7
"UniversityOfVirginia",7,3
"UniversityOfVirginia",5,6
"UniversityOfVirginia",6,5
"UniversityOfVirginia",5,4
"UniversityOfVirginia",7,3
"UniversityOfVirginia",6,6
"UniversityOfVirginia",6,5
"UniversityOfVirginia",5,5
"UniversityOfVirginia",5,6
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,2
"UniversityOfVirginia",4,5
"UniversityOfVirginia",5,6
"UniversityOfVirginia",7,2
"UniversityOfVirginia",7,2
"UniversityOfVirginia",7,3
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,2
"UniversityOfVirginia",4,6
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,6
"UniversityOfVirginia",7,5
"UniversityOfVirginia",5,1
"UniversityOfVirginia",6,1
"UniversityOfVirginia",6,6
"UniversityOfVirginia",6,7
"UniversityOfVirginia",3,3
"UniversityOfVirginia",5,1
"UniversityOfVirginia",6,3
"UniversityOfVirginia",7,2
"UniversityOfVirginia",6,5
"UniversityOfVirginia",6,5
"UniversityOfVirginia",7,2
"UniversityOfVirginia",6,2
"UniversityOfVirginia",2,4
"UniversityOfVirginia",7,1
"UniversityOfVirginia",2,5
"UniversityOfVirginia",4,4
"UniversityOfVirginia",5,5
"UniversityOfVirginia",5,6
"UniversityOfVirginia",6,2
"UniversityOfVirginia",5,4
"UniversityOfVirginia",6,6
"UniversityOfVirginia",4,2
"UniversityOfVirginia",7,5
"UniversityOfVirginia",6,4
"UniversityOfVirginia",6,1
"UniversityOfVirginia",5,5
"UniversityOfVirginia",6,2
"UniversityOfVirginia",6,4
"UniversityOfVirginia",5,6
"UniversityOfVirginia",7,2
"UniversityOfVirginia",7,6
"UniversityOfVirginia",4,2
"UniversityOfVirginia",7,6
"UniversityOfVirginia",6,4
"UniversityOfVirginia",6,3
"UniversityOfVirginia",7,5
"UniversityOfVirginia",6,6
"UniversityOfVirginia",7,5
"UniversityOfVirginia",6,2
"UniversityOfVirginia",5,3
"UniversityOfVirginia",3,5
"UniversityOfVirginia",5,1
"UniversityOfVirginia",7,2
"UniversityOfVirginia",7,1
"UniversityOfVirginia",6,5
"UniversityOfVirginia",5,1
"VirginiaCommonwealthUniversity",7,4
"VirginiaCommonwealthUniversity",7,3
"VirginiaCommonwealthUniversity",3,7
"VirginiaCommonwealthUniversity",6,2
"VirginiaCommonwealthUniversity",3,4
"VirginiaCommonwealthUniversity",3,7
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",7,5
"VirginiaCommonwealthUniversity",7,4
"VirginiaCommonwealthUniversity",6,2
"VirginiaCommonwealthUniversity",4,5
"VirginiaCommonwealthUniversity",6,6
"VirginiaCommonwealthUniversity",7,7
"VirginiaCommonwealthUniversity",5,3
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",7,4
"VirginiaCommonwealthUniversity",6,6
"VirginiaCommonwealthUniversity",5,7
"VirginiaCommonwealthUniversity",2,5
"VirginiaCommonwealthUniversity",6,2
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",4,5
"VirginiaCommonwealthUniversity",7,3
"VirginiaCommonwealthUniversity",6,4
"VirginiaCommonwealthUniversity",7,7
"VirginiaCommonwealthUniversity",7,2
"VirginiaCommonwealthUniversity",7,3
"VirginiaCommonwealthUniversity",6,6
"VirginiaCommonwealthUniversity",2,3
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",5,2
"VirginiaCommonwealthUniversity",6,1
"VirginiaCommonwealthUniversity",7,3
"VirginiaCommonwealthUniversity",5,4
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",7,1
"VirginiaCommonwealthUniversity",7,6
"VirginiaCommonwealthUniversity",6,2
"VirginiaCommonwealthUniversity",5,4
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",5,5
"VirginiaCommonwealthUniversity",5,6
"VirginiaCommonwealthUniversity",7,6
"VirginiaCommonwealthUniversity",5,6
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",7,6
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",7,6
"VirginiaCommonwealthUniversity",7,4
"VirginiaCommonwealthUniversity",6,7
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",6,4
"VirginiaCommonwealthUniversity",7,4
"VirginiaCommonwealthUniversity",7,4
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",6,4
"VirginiaCommonwealthUniversity",6,4
"VirginiaCommonwealthUniversity",6,1
"VirginiaCommonwealthUniversity",5,3
"VirginiaCommonwealthUniversity",6,1
"VirginiaCommonwealthUniversity",7,2
"VirginiaCommonwealthUniversity",7,1
"VirginiaCommonwealthUniversity",7,3
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",6,7
"VirginiaCommonwealthUniversity",5,5
"VirginiaCommonwealthUniversity",5,5
"VirginiaCommonwealthUniversity",6,2
"VirginiaCommonwealthUniversity",7,3
"VirginiaCommonwealthUniversity",7,2
"VirginiaCommonwealthUniversity",6,2
"VirginiaCommonwealthUniversity",5,5
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",6,6
"VirginiaCommonwealthUniversity",6,2
"VirginiaCommonwealthUniversity",7,2
"VirginiaCommonwealthUniversity",5,3
"VirginiaCommonwealthUniversity",4,3
"VirginiaCommonwealthUniversity",5,7
"VirginiaCommonwealthUniversity",6,5
"VirginiaCommonwealthUniversity",5,4
"VirginiaCommonwealthUniversity",7,6
"VirginiaCommonwealthUniversity",7,7
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",5,3
"VirginiaCommonwealthUniversity",5,7
"VirginiaCommonwealthUniversity",7,4
"VirginiaCommonwealthUniversity",7,2
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",6,3
"VirginiaCommonwealthUniversity",6,5
