"g","iatexplicitart1","iatexplicitart2","iatexplicitart3","iatexplicitart4","iatexplicitart5","iatexplicitart6"
"mturk   ",-2,-2,-2,-2,NA,-3
"mturk   ",-2,-2,-2,-2,-2,-1
"mturk   ",0,0,-1,0,0,0
"mturk   ",-3,-3,-3,-3,-3,-2
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-1,0,-2,-1,0,-2
"mturk   ",-2,-2,-3,-2,-3,-3
"mturk   ",-2,-2,-3,-3,-2,-1
"mturk   ",0,-1,-2,0,1,0
"mturk   ",0,0,-1,-1,0,0
"mturk   ",-1,-2,-2,-2,-2,0
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-2,-1,-1,-1,-3,0
"mturk   ",-1,-1,1,0,-2,0
"mturk   ",-2,-3,-2,-2,-3,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-3,-2,-2
"mturk   ",-3,-3,0,-3,-3,-3
"mturk   ",-1,-2,-2,-2,-2,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-3,-1,-1
"mturk   ",-2,0,-1,-1,-1,-2
"mturk   ",-2,-2,-2,0,-2,0
"mturk   ",-2,-3,-3,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-2
"mturk   ",-2,-1,-2,-2,-2,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-2,-1,-2
"mturk   ",-3,-3,-3,-3,-3,-2
"mturk   ",-2,-2,-3,-2,-2,3
"mturk   ",-3,-2,-3,-3,-1,-2
"mturk   ",-1,-1,-2,-2,0,0
"mturk   ",-1,-2,-3,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-3,-3
"mturk   ",-2,-2,-3,-2,-3,-2
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-2,-2,-3,-2,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",0,0,0,-1,-1,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-3,-2,-1
"mturk   ",0,0,-2,0,0,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,0,-3,-2,-2,0
"mturk   ",-1,-1,-2,-1,-1,0
"mturk   ",0,0,-2,-1,0,-2
"mturk   ",-1,-1,-2,-1,-1,-2
"mturk   ",-1,0,-1,-1,-1,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",1,1,1,0,0,-1
"tamuc   ",-2,-3,-3,-2,-3,-3
"mturk   ",-2,-2,-2,-2,-2,0
"mturk   ",-1,-1,-3,-2,-1,1
"mturk   ",-2,-2,-2,-2,-3,-3
"pi      ",-1,-2,-2,-2,-2,-3
"tamuc   ",-2,-2,-3,-3,-3,-3
"pi      ",-1,-2,-1,0,2,-1
"pi      ",-3,-3,-3,-3,-3,0
"tamuc   ",-2,-2,-2,-2,-2,-2
"pi      ",-2,-2,-2,-2,-3,-3
"mturk   ",3,3,3,3,3,0
"pi      ",-3,-2,-1,-1,-2,-1
"mturk   ",-3,-3,-3,-3,-3,0
"mcdaniel",-1,-1,-2,-2,-2,-2
"mturk   ",0,-1,-1,0,-1,0
"mturk   ",-3,-3,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-2,-3
"mturk   ",0,0,0,0,0,0
"pi      ",-2,-3,-3,-3,-3,-3
"mturk   ",-1,-2,-3,-1,-3,-3
"abington",-1,0,0,0,1,-1
"abington",-2,-2,-2,-1,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,0,-3,0
"mturk   ",-2,-1,-2,-2,-1,-1
"pi      ",-2,-3,-2,-3,-2,-3
"mturk   ",-2,-2,-1,-2,-2,-2
"mturk   ",-3,-2,0,-3,-3,-2
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,0
"mturk   ",-3,-3,-3,-3,-3,-2
"mturk   ",0,0,0,0,0,0
"mturk   ",-3,-3,-3,-3,-3,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-3,-3,-2
"mturk   ",-2,-2,-3,-2,-3,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",0,0,0,-2,-2,-2
"mturk   ",-2,-2,-3,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",0,-3,NA,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,0
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-1,-2,-2,-2,-2,-3
"mcdaniel",0,-1,-2,-2,-1,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-2,-2,-2,-2,-3,-3
"abington",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-2,-1,0
"abington",-2,-2,-3,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-3,-3,0,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-1,1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,0,-3,-3
"abington",0,2,2,2,2,2
"mturk   ",-2,-2,-2,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,0,-2,-2,-3
"mturk   ",-3,-3,-2,-2,-2,-3
"abington",-2,-2,-3,-2,-1,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",1,1,0,0,2,-1
"mturk   ",-2,-2,-2,-1,-3,-2
"mturk   ",-2,-1,-2,-2,-2,-3
"mturk   ",-1,-1,-1,-1,-1,-1
"abington",-2,-1,-2,-1,-1,-2
"pi      ",-3,0,0,0,-3,-3
"pi      ",-2,-2,-2,-2,-1,-3
"abington",-3,-3,-3,-3,-3,3
"pi      ",0,0,0,0,0,0
"pi      ",-3,0,0,-3,-3,-3
"pi      ",-1,2,-3,-2,0,0
"pi      ",-1,-1,-3,-2,-2,1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,0,-2,-1,-2,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,0,-2,-2
"pi      ",-3,-3,0,-3,-3,-2
"pi      ",-3,0,-1,-2,-3,-2
"pi      ",-3,-3,-3,-3,-3,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mcdaniel",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-1,-1,-3
"pi      ",-2,-2,-2,-2,-1,0
"pi      ",-2,-3,-2,-1,-2,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-2,-2,-2
"mturk   ",1,1,-1,0,1,1
"mturk   ",-3,-3,-3,-3,-3,-2
"mturk   ",-1,-1,0,-1,0,-1
"mturk   ",-2,-2,-3,-2,-1,-3
"mturk   ",-2,-2,-2,-3,-2,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-1,-1,-3
"mturk   ",-2,-1,-1,-1,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-2,-2,-3,-3
"mturk   ",-2,-2,-3,-3,-2,-2
"mturk   ",-2,-3,-3,-3,-2,-1
"mturk   ",-1,0,-1,0,-1,-2
"mturk   ",-3,-2,-3,-3,-2,-3
"pi      ",0,-1,-3,-3,-2,2
"mturk   ",-1,-1,-1,0,0,-1
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-1,-1,-1,-1
"mturk   ",-3,-3,-2,-1,0,-2
"mturk   ",-1,-1,-3,-2,-2,-3
"mturk   ",-3,-3,-2,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-3,-3,-3,-2,-3
"mturk   ",-3,-3,0,0,0,0
"mturk   ",-2,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-2,-2,-2
"mturk   ",-2,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-3,-2,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-3,-3,-3
"mturk   ",0,0,0,0,0,0
"mturk   ",1,1,0,0,1,0
"mturk   ",-1,-2,-3,-1,-1,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",0,0,0,0,0,-1
"mturk   ",-2,-2,-2,-2,-2,0
"mturk   ",-3,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-2,-2,-2,-2,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",1,0,-1,-1,2,2
"mturk   ",-1,-1,-3,-1,-1,-2
"mturk   ",-1,-1,-2,0,1,0
"mturk   ",-2,-2,-2,-2,-1,-3
"mturk   ",-2,-2,-3,-3,-3,-2
"mturk   ",-2,-2,-3,-2,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-1
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",0,-1,-1,-1,2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-2,-2,-2
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-1,-2,-3,-1,0,0
"mturk   ",-3,-2,-2,-2,-2,2
"mturk   ",-3,-2,-3,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-2,-3
"mturk   ",-2,0,-2,-3,0,0
"mturk   ",-3,-3,-3,NA,-3,-3
"mturk   ",-3,0,-3,-3,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,0,-1,-2,-1,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-2,-2,-2,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-2
"mturk   ",-2,-1,-1,-2,-1,-2
"mturk   ",-2,-2,-3,-2,-2,-2
"mturk   ",-3,-1,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",-1,-1,-1,-1,-1,0
"mturk   ",-1,-2,-1,-1,-1,-2
"mturk   ",1,0,-1,-1,-1,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-3,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,0,-2,0,-3,-2
"mturk   ",-3,-3,-3,-2,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-2,-1,-2,0,-2,-3
"mturk   ",-2,-2,-3,-3,-3,-2
"mturk   ",-2,-1,-3,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-1,-3,-3,-3,-1
"mturk   ",1,1,0,0,1,1
"mturk   ",0,-1,-2,-2,-2,-3
"mturk   ",0,-2,-2,-2,-2,-2
"mturk   ",1,0,0,0,2,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-1,-2,-3,-3
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-2,-3
"mturk   ",-2,-2,-3,-3,-2,-3
"mturk   ",-3,-3,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-3,-3,-3,-3
"mturk   ",-1,-1,-2,-2,-2,-3
"mturk   ",-1,-1,-2,-1,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",0,0,-1,0,0,0
"mturk   ",-1,-2,-3,-2,-1,-2
"mturk   ",-1,-2,-2,-3,-2,-2
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-2,-3,-3
"mturk   ",-3,-2,-1,-3,-2,-2
"mturk   ",-2,-1,-1,-1,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-2,-1,-2,-2,-2
"abington",-3,-3,-3,-3,-3,-2
"abington",-3,-3,-3,-3,-3,-3
"abington",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-2,-2
"abington",-2,-2,-3,-3,-2,-3
"abington",-2,-2,-2,-1,-1,1
"abington",-2,-3,-3,-2,-1,-3
"abington",-1,-2,-3,-2,-1,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-2,-2,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-2,-1,0,-2,-3
"mturk   ",-2,-2,0,-1,-2,-3
"mturk   ",1,0,0,0,0,0
"mturk   ",-2,-2,-3,-3,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"abington",-3,-3,-3,-2,-3,-3
"abington",-1,-1,-1,-1,0,-2
"mturk   ",-2,-2,-3,-2,-2,-3
"abington",-3,-2,-2,-3,-2,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"abington",-2,-2,-3,-2,-2,-2
"abington",-1,-1,-1,-1,-2,-3
"mturk   ",0,0,0,-1,0,0
"mturk   ",-2,-2,-3,-3,-2,-3
"mturk   ",0,0,-1,0,1,-3
"mturk   ",-2,-2,-3,-2,-2,-3
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-2,-3,-3
"abington",0,0,0,-1,-1,0
"abington",-1,-1,-2,-2,-1,-2
"mturk   ",-2,-2,-2,-2,-2,-3
"abington",-1,-1,-1,-1,1,1
"abington",-3,-3,-3,-2,-3,-2
"abington",0,0,0,0,0,0
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-2,-2,-1,-1
"mturk   ",-2,-3,-3,-2,-2,-3
"mturk   ",-1,-2,-3,-2,-1,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-1
"mturk   ",-3,-3,-2,-3,-2,-2
"pi      ",-2,0,-2,-2,-1,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-1,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-1
"pi      ",-2,0,0,0,-2,-3
"mturk   ",-2,-3,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-3,-1,-1,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,0,0
"mturk   ",-3,-3,-2,-2,-2,-1
"mturk   ",-2,-2,-2,-2,-3,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-1,-3,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,0,-2,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-2,0,-2,0
"mturk   ",-2,-2,-2,-2,-3,-2
"mturk   ",-2,-2,-3,-2,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-3,-2,-1,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-1,-3
"mturk   ",-3,0,-3,-2,0,0
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-2,-2,-1,-2,-3,-3
"abington",-2,-2,-3,-2,-2,-3
"abington",-2,-2,-2,-1,-1,-1
"abington",2,-1,-2,-2,1,0
"mturk   ",-3,-3,-3,-3,-3,-3
"abington",-2,-2,-3,-2,-1,-3
"abington",0,0,-1,-2,0,-3
"abington",-3,-2,0,-3,-3,-3
"abington",-3,-3,-1,-2,-3,-2
"ithaca  ",-2,-2,-2,-2,-2,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-2,-2,-3,-2
"pi      ",-3,-2,-3,-2,-3,-3
"pi      ",-2,-3,-3,-2,-3,0
"pi      ",1,-1,-3,-3,-1,0
"pi      ",-1,-1,-2,-1,-1,-1
"pi      ",-2,-2,-2,-2,-2,-3
"pi      ",-1,1,-2,-1,-1,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-2,-3,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-2,-2
"pi      ",-2,-3,-3,-3,-3,-3
"pi      ",-2,-3,-3,2,0,-2
"pi      ",-2,-2,-2,-2,-2,-2
"pi      ",-2,-2,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-2,-3
"pi      ",-3,-3,0,-2,-3,-3
"pi      ",-3,-3,-3,-3,-3,-1
"pi      ",-1,-1,-2,-2,-2,0
"pi      ",-3,-2,-3,-3,-3,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-3,-1,-2,-1,-3
"pi      ",-3,-3,-2,-2,-3,-3
"abington",0,1,2,1,3,-1
"ufl     ",-3,-3,-3,-3,-3,-3
"abington",2,2,-2,-2,3,-3
"mturk   ",-1,0,-2,-1,-1,-3
"mturk   ",-1,1,0,-1,-1,2
"mturk   ",-1,-1,-2,-2,-3,-3
"mturk   ",-1,-1,-2,-2,-1,0
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",-2,-2,-2,-1,1,-3
"mturk   ",-1,-2,-2,-1,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-1,-2,-1,-1
"mturk   ",-2,-2,-2,-3,-3,-3
"mturk   ",-2,-3,-1,-2,-1,-2
"mturk   ",-2,-1,-1,0,-1,-3
"mturk   ",-3,-3,-3,-3,NA,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-2,-3,-3
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-1,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-2,-2,-1,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-2,-3
"mturk   ",-1,-1,-1,-2,-2,-1
"mturk   ",-2,-2,-2,-2,-3,-2
"mturk   ",-3,-2,-3,-2,-3,-3
"pi      ",-2,-2,-2,-2,-1,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,0,-3,-3,-3
"mturk   ",-2,0,-2,-2,-2,-3
"mturk   ",-3,-2,-3,-2,-2,-2
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",1,0,-2,-1,-1,1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-2,-2,-3
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-2,-2,NA,-3
"mturk   ",-3,-3,-3,-3,-2,-3
"mturk   ",-2,-2,0,-1,-3,-3
"mturk   ",1,1,1,0,1,0
"pi      ",0,-1,-1,-1,0,0
"mturk   ",-3,-2,-3,-3,-2,-3
"pi      ",-1,0,-1,-1,-1,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-3,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-1,0,-1
"mturk   ",-2,-1,-3,-2,-2,-1
"mturk   ",-3,-2,-2,-3,-3,-2
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",0,0,-1,-2,-1,0
"mturk   ",-3,-3,-2,-2,-3,-3
"abington",-3,-3,-3,-3,-3,-3
"mturk   ",-2,0,0,-1,-1,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-2,-2,-2
"mturk   ",-1,-2,-3,-2,-2,0
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-2,-1,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"abington",-1,-1,-3,-3,-1,0
"abington",0,0,0,0,0,0
"abington",-2,-2,-2,-2,-2,-2
"abington",-2,-3,-3,-3,-2,0
"abington",-2,-2,-3,-2,0,-3
"mturk   ",-2,-2,-3,-2,-3,-3
"abington",-3,-2,-3,-2,-1,-3
"abington",-1,-1,-2,-1,0,-3
"abington",-3,-2,-2,-3,-3,-3
"abington",-3,-3,-3,-3,-3,-3
"ufl     ",-3,-1,-3,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"ufl     ",-3,-2,-3,-2,-3,-3
"mturk   ",-2,-3,-2,-3,-2,-3
"mturk   ",0,0,0,0,0,0
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-1,-1,-2,-2,-1,-1
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-2,-2,-1,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mcdaniel",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-2,0
"mturk   ",-2,-2,-2,-3,-2,-3
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-1,0,0,-1,0,0
"mturk   ",-3,-1,-3,-3,-3,-3
"mturk   ",-2,-1,-2,-2,-1,-2
"mturk   ",-3,-2,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,-2,-2,-2,-1,-2
"mturk   ",1,1,1,1,1,1
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",1,0,-1,0,2,0
"mturk   ",0,0,0,0,0,0
"mturk   ",-2,-2,-3,-2,-2,-3
"mturk   ",-3,-1,0,-1,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"abington",0,0,-1,0,0,1
"abington",-3,-3,-3,-3,-3,-3
"mturk   ",0,0,-1,0,0,-2
"mturk   ",-2,-2,-2,-2,-2,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-2,-1
"wku     ",-1,-2,-2,-2,-1,-2
"wku     ",-2,-2,-3,-2,-1,-2
"wku     ",2,2,-1,-2,2,0
"wku     ",-1,-2,0,1,-1,-2
"mturk   ",0,0,1,1,1,-3
"abington",-2,-2,-3,-3,-2,-2
"pi      ",-3,-2,-2,-2,-3,-2
"abington",-3,-3,-3,-3,-3,-3
"abington",-2,-2,-2,-3,-2,-2
"abington",-1,-1,-1,-1,-1,-1
"mturk   ",-2,-2,-3,-1,-3,-3
"abington",-2,-2,-2,-1,-2,-3
"abington",-1,-2,-3,-3,-1,-2
"abington",0,0,-3,-3,-3,-3
"mturk   ",-2,-2,-3,-2,-2,-3
"mturk   ",-2,-2,-2,-2,-2,-2
"abington",-2,-2,-3,-3,-2,-3
"abington",-3,0,0,0,-2,-3
"mturk   ",-1,0,-3,-3,-3,-3
"wku     ",-2,-3,-2,-3,-2,-1
"wku     ",-1,0,-1,-1,0,0
"wku     ",-3,-3,-3,-3,-3,-3
"wku     ",-2,-2,-2,-2,-2,-2
"wku     ",-3,-2,-3,-2,-2,-1
"pi      ",-2,-2,-2,-2,-2,-2
"pi      ",-2,-2,-2,0,-2,0
"wku     ",-2,-3,-3,-3,-2,-3
"wku     ",-3,-3,-3,-3,-3,1
"wku     ",-1,0,-2,0,0,-1
"wku     ",-3,-3,-3,-3,-3,-3
"wku     ",-2,-2,-2,-2,-2,-2
"wku     ",0,0,-1,-1,0,-1
"mturk   ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-2,1,0,-2,-2,1
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-2,-2,-2,-2,-2,-2
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-3,-3,-3,-3,-3
"mturk   ",-3,-2,-2,-2,-2,-3
"mturk   ",-1,-1,-1,-1,-2,-1
"mturk   ",-2,-2,-2,-2,-2,-2
