"g","iatexplicitart1","iatexplicitart2","iatexplicitart3","iatexplicitart4","iatexplicitart5","iatexplicitart6"
"pi      ",-1,0,-3,-1,0,-1
"pi      ",0,0,-2,0,-1,-1
"pi      ",-1,-2,-3,-1,0,0
"jmu     ",-2,1,-3,-3,-1,-2
"pi      ",-3,-3,-3,-2,-3,-3
"pi      ",-2,-2,-3,-3,-3,-3
"pi      ",-3,-2,-3,-1,-3,-2
"pi      ",-2,-1,-2,-2,-2,-2
"pi      ",-2,-2,0,-1,0,0
"pi      ",-3,-2,-3,-2,-2,-2
"pi      ",-2,-2,-3,-3,-1,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",0,0,-2,-2,-2,0
"pi      ",-2,-2,-3,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-2
"charles ",-2,0,-2,-2,-1,-2
"charles ",-3,-1,-2,-3,-1,-2
"ufl     ",-3,-3,-3,-3,-3,-3
"ufl     ",-3,-3,-3,-3,-3,-3
"ufl     ",-2,-1,-3,-3,-1,-1
"ufl     ",-1,-2,-2,-2,-1,0
"ufl     ",-3,-3,-3,-3,-2,-2
"ufl     ",1,0,0,0,0,0
"pi      ",-2,-2,-2,-2,-2,-2
"charles ",-3,-2,-3,-3,-2,-3
"charles ",-3,-2,-3,-3,-3,-3
"charles ",-3,0,-3,-3,-2,-2
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-2,-3,-3,-2,-3
"tamu    ",-2,-2,-2,-2,-1,0
"pi      ",-2,-2,-3,-2,-2,-3
"jmu     ",-2,-3,-3,-2,-3,-3
"ufl     ",0,-1,-2,-1,0,0
"ufl     ",-2,-2,0,-2,-1,-3
"tamu    ",-3,-2,-3,-2,-2,-2
"tamu    ",-3,-3,-3,-2,-2,-3
"tamu    ",-3,-3,-3,-3,-3,-2
"pi      ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-2,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",-2,-2,-3,-2,-1,0
"tamu    ",0,-3,-3,-3,-3,0
"ufl     ",-3,-2,-3,-3,-3,-3
"ufl     ",-2,-1,-2,-2,-1,-3
"tamu    ",-2,-2,-3,-3,-1,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",0,-2,-1,-1,-1,-2
"tamu    ",-2,-1,-2,-1,-2,-3
"tamu    ",0,0,-3,-2,0,0
"tamuc   ",1,0,-1,0,0,0
"tamuc   ",-2,-3,-3,-3,-1,1
"tamuc   ",-3,-3,-2,-2,-2,-1
"tamu    ",0,-2,-3,-2,3,0
"msvu    ",-2,-2,-3,-1,-1,-3
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-2,-2,-2,-2,-2,-2
"msvu    ",-3,-2,-3,-2,-2,-1
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-2,-2,-3,-2,-2,1
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-2,-1,-2,0,0,-3
"msvu    ",-2,-2,-3,-2,-1,0
"msvu    ",-3,0,0,-1,-3,-3
"msvu    ",-3,-2,-2,-1,-3,-3
"msvu    ",-2,-3,-3,-3,-3,-3
"msvu    ",-3,-3,-3,-3,-2,-3
"msvu    ",-1,-1,-1,0,0,-1
"msvu    ",-2,-3,-3,-2,-2,-3
"msvu    ",-3,-3,-3,-3,-3,-2
"msvu    ",-3,-2,-3,-3,-2,-2
"ufl     ",-3,-3,-3,-3,-3,-3
"msvu    ",-3,-3,-3,-3,NA,-3
"ufl     ",-2,-2,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"msvu    ",-3,-3,-3,-3,-3,-3
"ufl     ",-1,-1,-1,-1,-1,0
"ufl     ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-3,-3,-3,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"tamuc   ",-1,-1,-2,0,-3,0
"tamuc   ",-2,-2,-2,-2,-2,-2
"pi      ",-1,-1,-2,-1,-1,-1
"jmu     ",-3,-2,-3,-2,-3,-2
"pi      ",-1,-1,-2,0,-1,0
"ufl     ",-3,-3,-3,-3,-3,-1
"tamu    ",-2,-2,-2,-2,-2,-3
"pi      ",0,0,0,0,-3,0
"tamu    ",1,-1,-1,1,1,-2
"tamu    ",-3,2,-3,-3,-3,0
"pi      ",-3,-3,-3,-2,-3,-2
"ufl     ",0,0,-1,-1,-1,-3
"ufl     ",-2,-2,-3,-3,-3,-3
"pi      ",-3,-3,-2,-2,-3,0
"pi      ",-3,-3,-2,-3,-3,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"tamu    ",0,0,-1,-1,0,0
"tamu    ",-3,0,-3,-2,-1,0
"wl      ",0,-1,-1,0,-1,0
"wl      ",-3,-3,-3,-3,-3,-3
"wl      ",-2,-2,-3,-1,-1,0
"tamu    ",-3,-3,-3,-2,-1,-1
"wl      ",-3,-3,-3,-3,-3,-2
"tamu    ",-1,-3,-3,-2,-3,-1
"tamu    ",2,3,2,2,3,0
"tamu    ",-3,-2,-3,-3,-2,-3
"tamu    ",-3,-3,-3,-3,-3,-3
"ufl     ",-3,-3,-3,-3,-3,-3
"ufl     ",-2,-1,-3,-2,-2,-1
"ufl     ",0,0,0,0,0,0
"wl      ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-1,-1,-2,-1,-3
"tamu    ",-2,-2,-3,-2,-2,-2
"tamu    ",-3,-3,-3,-3,0,2
"tamu    ",-2,-1,-2,-2,-2,-3
"ufl     ",-1,-2,-3,-3,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-2
"pi      ",-3,NA,0,0,-3,0
"pi      ",-3,-3,-3,-2,-3,-2
"pi      ",-3,-3,-3,-3,-2,-2
"pi      ",-3,-2,-2,-1,-3,-3
"pi      ",-2,-1,-2,-1,0,0
"pi      ",-2,-1,-2,-2,-2,1
"pi      ",-3,-3,-2,-2,-2,-3
"pi      ",-3,-2,-3,-2,-2,-2
"pi      ",-1,-1,-2,-1,-1,-1
"pi      ",-2,-1,-2,-2,-2,0
"pi      ",0,0,-3,1,0,0
"pi      ",-1,-1,-1,0,0,1
"pi      ",-2,-2,-3,-3,-2,-3
"pi      ",-3,-3,-3,-3,-3,-3
"mcdaniel",-3,-3,-3,-3,-2,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",0,-2,0,0,0,1
"pi      ",0,0,-1,-1,-1,-2
"mcdaniel",-3,-3,-3,-3,-2,-2
"pi      ",-3,-3,-3,-2,-2,-2
"pi      ",-3,-3,-3,-3,-2,-3
"pi      ",-3,-3,-3,-3,-3,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,-2
"pi      ",-3,-2,-3,-2,-3,-3
"pi      ",-3,-3,-3,-2,-1,-1
"pi      ",-1,-2,-3,-2,-2,-3
"pi      ",-3,-3,-3,-3,-1,-3
"pi      ",-3,-2,-3,-1,-2,-3
"pi      ",-3,-2,-3,-2,-3,0
"pi      ",-3,-3,-3,-2,-3,1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-1,0,0,-1,-1,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-2,-2,-2,-2
"pi      ",-3,-2,-2,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"jmu     ",-2,-2,-3,-2,-1,-2
"pi      ",-3,-3,0,0,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-2,-2,-3,-3,-2,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-1,-2,-2,-2,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"jmu     ",-1,-1,-2,-2,-1,-1
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,1
"pi      ",-2,-2,-2,-2,-3,-3
"pi      ",-3,-2,-3,-3,-3,-2
"pi      ",-2,-3,-2,-2,-2,-2
"pi      ",-3,-2,-3,-3,-2,-3
"pi      ",-1,-1,-1,-1,-1,-1
"pi      ",-2,0,-2,-1,-2,-3
"pi      ",-3,-3,-3,-2,-3,-3
"pi      ",-2,-2,-3,-3,-2,-2
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-2
"swpson  ",-1,-1,0,0,-1,0
"swpson  ",-2,-1,-3,-2,-2,-3
"swpson  ",-3,-3,-3,-2,-2,-2
"swpson  ",-2,-2,-2,-1,-1,-3
"swpson  ",-2,-2,-3,-2,-2,-3
"swpson  ",1,0,0,0,0,0
"swpson  ",-3,-2,-2,-2,-3,-2
"swpson  ",-2,0,-1,-1,-1,-2
"swpson  ",-3,-3,-3,-3,-2,-3
"swpson  ",-2,-3,-2,-3,-3,-3
"swpson  ",-3,-3,-3,0,-3,-3
"swpson  ",-2,-1,-2,-1,-3,-3
"pi      ",0,-1,-1,-1,-1,-1
"swpson  ",0,0,-1,0,1,0
"swpson  ",-3,0,-1,-2,-3,-2
"swpson  ",-2,-2,-2,-2,-3,-3
"swpson  ",-1,-1,0,-1,-1,-1
"swpson  ",-3,-2,-3,-3,-2,-3
"swpson  ",0,0,0,NA,0,-3
"swpson  ",-2,-2,-2,-2,-2,2
"swpson  ",-2,-2,-3,-3,-3,-3
"swpson  ",-2,-3,-3,-3,-1,0
"swpson  ",-3,0,-3,-3,-3,-3
"tamuc   ",-2,-1,0,NA,1,-3
"swpson  ",-1,0,-2,0,0,-3
"swpson  ",-2,2,-2,-2,-1,-1
"swpson  ",-2,-2,-3,-2,-3,0
"tamuc   ",0,-3,-2,0,-3,0
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-2,-2,-2,-2,-3
"tamuc   ",-2,0,-3,-1,-1,-2
"tamuc   ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,0,0,0,-3,-2
"swpson  ",-1,-2,-1,-2,-3,-3
"pi      ",-1,-1,-1,-1,-1,-1
"pi      ",-3,-3,-3,-3,-2,-2
"pi      ",-2,-3,-3,-2,-3,-2
"qccuny  ",-2,-2,-3,-2,-2,-3
"qccuny  ",-2,-2,-2,-2,-2,-2
"qccuny  ",-1,-1,-2,-2,-1,-3
"pi      ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-2,-2,-2,-2,-2
"swpson  ",-2,0,-3,-3,-2,-3
"pi      ",-3,-3,0,-2,-3,-3
"qccuny  ",-2,-1,-2,-2,-1,0
"swpson  ",-3,-3,-3,-3,-3,-2
"pi      ",-2,-2,-2,-1,-2,-2
"pi      ",-2,-2,-3,-3,-3,-3
"tamuc   ",-3,-2,-2,-1,-1,-3
"pi      ",-1,-1,-1,-1,0,0
"pi      ",-3,-3,-3,-3,-3,-3
"pi      ",-3,-2,-2,-1,-2,-2
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",0,0,0,0,1,0
"swpson  ",-3,-1,-2,-2,-2,-2
"pi      ",-1,-3,-2,-3,-2,0
"pi      ",-3,-2,-3,-2,-2,0
"swpson  ",-3,-3,-3,-3,-3,-2
"swpson  ",-2,-1,-2,-1,-2,-2
"swpson  ",-3,0,-2,0,-3,1
"ufl     ",0,-1,-2,-1,0,0
"qccuny  ",-2,-2,-3,-2,-1,0
"qccuny  ",-2,-2,-2,-2,-3,-2
"tamuc   ",-2,0,-2,-2,-2,-3
"qccuny  ",-2,-2,-2,-2,-2,-2
"pi      ",-2,-2,-2,-2,-2,-2
"swpson  ",-3,-2,-3,-2,-3,-3
"qccuny  ",-2,-2,-2,-2,-2,-2
"qccuny  ",-3,-3,-3,-3,-3,-3
"qccuny  ",-2,-1,-2,-1,-1,-1
"qccuny  ",-1,-1,-1,-1,-1,-1
"swpson  ",-2,-2,-3,-2,-2,-3
"swpson  ",-2,-2,-1,-1,-2,-3
"swpson  ",-3,-3,-3,-3,-3,NA
"swpson  ",0,0,0,-1,-1,1
"sdsu    ",-3,-3,-3,-3,-3,-1
"sdsu    ",-1,-1,-2,-1,-1,0
"mcdaniel",-3,-3,-3,-3,-3,-2
"swpson  ",-3,-2,-3,-3,-3,-2
"swpson  ",-2,-2,-3,-2,-1,-3
"swpson  ",-2,-1,-2,0,-2,-3
"swpson  ",-3,-2,-3,-2,-3,-3
"tamuc   ",-3,-3,-3,-3,-3,-3
"tamuc   ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-1,-2,0,-2,-3
"swpson  ",-3,-2,-3,-3,-2,-2
"brasilia",-3,-3,-3,-3,-3,-2
"swpson  ",-3,1,-3,-3,-2,-2
"tamuc   ",-1,-1,-2,-2,-1,0
"tamuc   ",-2,-1,-3,-2,-3,-3
"swpson  ",-3,0,-2,0,-2,-2
"swpson  ",-3,-2,-3,-3,-2,-3
"swpson  ",-2,-3,-3,-2,-3,-3
"tamuc   ",0,0,0,0,0,-3
"swpson  ",-3,-2,-3,-3,-3,-2
"swpson  ",-3,-3,-3,-3,-3,-3
"tamuc   ",-3,-2,-3,-2,-2,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-2,-2,-1,-2,-2
"swpson  ",-2,-2,-2,-1,-1,-3
"swpson  ",0,0,0,0,0,0
"swpson  ",-3,-2,-2,-2,-3,-2
"swpson  ",-1,0,-2,-2,-1,-3
"sdsu    ",-3,-2,-3,-2,-2,-1
"sdsu    ",-2,-2,-3,-2,-2,-3
"sdsu    ",-2,-2,-3,-2,-3,-2
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-2,-2,-2,-2,-2,-2
"sdsu    ",-1,-2,-3,-2,-2,-3
"sdsu    ",-3,-3,-3,-2,-3,-3
"jmu     ",-3,-2,-3,-3,-3,-3
"sdsu    ",-2,-2,-2,-2,-2,-2
"sdsu    ",-1,-1,-3,-2,-1,-3
"sdsu    ",-1,-3,-3,-2,-1,1
"sdsu    ",-2,-2,-2,-2,-2,-2
"qccuny  ",-2,-1,0,0,-2,0
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-2,-3,-3,-2,-2,1
"sdsu    ",-3,0,-2,0,-3,-3
"swpson  ",-3,-2,-2,-2,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-1,-1,0,0,-1,0
"swpson  ",-3,-2,-3,-3,-2,0
"swpson  ",-3,-2,-2,-2,-3,-3
"swpson  ",-2,-2,-3,-2,-3,-3
"swpson  ",-1,-1,-1,-1,-1,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-2,-2,-2,-3,-2
"swpson  ",-3,-3,-3,-3,-2,-2
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-3,-3,0,-3,-3
"swpson  ",-2,-2,-2,-2,-2,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"qccuny  ",-1,1,-2,-1,-1,1
"brasilia",-3,-3,-2,-3,-3,-2
"qccuny  ",-2,0,0,0,0,0
"qccuny  ",-3,-2,-3,-3,-3,-3
"qccuny  ",0,-1,-2,-1,-1,-1
"qccuny  ",-1,-1,-1,-1,-1,-2
"brasilia",2,0,-3,-2,1,-1
"ithaca  ",-3,-3,-3,-3,-3,NA
"ithaca  ",-1,-1,-1,-1,-1,0
"ithaca  ",-1,1,-3,-1,3,2
"ithaca  ",-3,-3,-3,-3,-3,-3
"ithaca  ",-2,-2,-2,-2,-2,-2
"ithaca  ",-2,-2,-3,-3,-2,-1
"ithaca  ",-3,-3,-3,-3,-3,-3
"ithaca  ",-3,-2,-2,-3,-3,-3
"brasilia",0,0,-1,-1,0,-3
"ufl     ",-2,-2,-3,-3,-3,-2
"ufl     ",-3,-2,-3,-3,-2,-2
"ithaca  ",-3,-3,-3,-3,-3,-3
"ithaca  ",-1,-2,-3,-2,-1,-2
"ithaca  ",-1,-1,-1,-1,-1,-1
"wku     ",-2,-2,-3,-2,-2,-3
"wku     ",-2,-2,-3,-3,-2,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"sdsu    ",-1,-1,-1,-1,-1,-1
"sdsu    ",-1,-2,-3,-3,-2,-3
"sdsu    ",-2,-2,-2,-3,-2,0
"swpson  ",-2,-2,-2,-2,-1,0
"ithaca  ",1,0,-2,-2,1,-3
"ithaca  ",-2,-1,-2,-2,-3,-3
"ithaca  ",-3,0,0,0,0,0
"ithaca  ",-1,-2,-2,-2,-2,-3
"swpson  ",-2,0,-1,0,0,0
"wku     ",-1,-1,-1,-1,-1,0
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-1,0,-2,-1,0,0
"sdsu    ",-3,-2,-3,-2,1,1
"sdsu    ",-3,-2,-3,-3,-2,-2
"uva     ",-3,-3,-3,-3,-3,-3
"uva     ",-2,-2,-2,-2,-2,-2
"uva     ",-2,-3,-3,-3,-2,-1
"ithaca  ",-3,0,-3,0,-3,-3
"ithaca  ",NA,NA,NA,NA,NA,NA
"ithaca  ",-3,-3,-3,-3,-3,-3
"uva     ",-1,-1,-1,0,0,-3
"uva     ",-3,-3,-3,-3,-2,-2
"uva     ",0,0,-1,-1,2,0
"wku     ",-2,-2,-3,-2,-2,-3
"wku     ",-1,-1,-2,-1,-1,0
"wku     ",-3,-2,-3,-1,-2,0
"qccuny  ",-2,-2,-2,-2,-2,-2
"uva     ",-3,-2,-2,-3,-2,-3
"uva     ",-3,-3,-3,-3,-3,-3
"msvu    ",-3,-2,-2,-2,-2,-1
"msvu    ",-2,-2,-2,-2,-3,0
"msvu    ",-3,-3,-3,-3,-2,-3
"msvu    ",-1,-2,-3,-3,-1,-2
"msvu    ",-2,-2,NA,-2,-2,-2
"msvu    ",-2,-2,-2,-2,0,0
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-3,-3,-3,-3,-3,-2
"msvu    ",-2,-2,-2,-2,-2,-2
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-2,-2,-2,-2,-2,-2
"msvu    ",-1,-1,-1,-1,-1,-1
"msvu    ",-1,-2,-2,-2,-1,-3
"msvu    ",-3,-2,-3,-2,-2,-3
"msvu    ",-3,-3,-3,-3,-2,-3
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-3,-1,-2,-1,-1,-3
"msvu    ",-2,-2,-2,-3,-3,-3
"msvu    ",-2,-2,-3,-3,-2,-2
"msvu    ",-3,-3,-3,-3,-3,-3
"msvu    ",-2,0,0,0,-1,0
"msvu    ",-2,-2,-2,-1,-2,-2
"qccuny  ",-3,-2,-3,-3,-3,-2
"uva     ",-2,-2,-1,-1,-3,-1
"swpson  ",-3,-3,-3,-3,-3,-2
"msvu    ",-1,-1,-2,-1,-1,-2
"uva     ",-2,-2,-3,-3,-3,1
"wku     ",-2,-2,-2,-2,-2,-3
"wku     ",-2,-3,-3,-3,-3,-3
"uva     ",NA,-3,-3,-3,-3,-3
"uva     ",3,3,3,3,3,3
"uva     ",-3,-2,-3,-3,-2,-1
"sdsu    ",-3,-3,-3,-3,-3,-2
"sdsu    ",-3,0,0,0,-2,0
"sdsu    ",1,0,-1,-1,1,1
"sdsu    ",2,1,3,2,3,0
"mcdaniel",-2,-2,-2,-2,-2,-2
"swpson  ",-2,-2,-2,-2,-2,-3
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-2,-3,-3,-3,-2,-2
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-1,-1,-3,-2,-2,-2
"wl      ",-2,-2,-2,-2,-2,-2
"swpson  ",-1,0,-1,-1,-1,-1
"swpson  ",-3,0,-3,-3,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-1,0,-1,-1,0,0
"swpson  ",-3,-3,-3,-3,-3,0
"swpson  ",-2,-3,-2,-2,-3,-2
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-2,-3,-3,-2,-3
"swpson  ",-3,0,-3,-2,-3,-3
"swpson  ",-2,-2,-2,-2,-2,-3
"swpson  ",-3,-2,-3,-2,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-2,-2,0,-2,0
"swpson  ",-2,-2,-3,-3,-2,-3
"swpson  ",-3,0,-2,-2,-2,0
"swpson  ",-3,2,-3,-3,-3,-3
"swpson  ",-3,-3,-3,-3,-3,-2
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-2,-3,-2,-3,-3
"swpson  ",-2,0,-2,0,-1,-3
"swpson  ",-1,0,-2,-1,-3,-2
"swpson  ",1,0,0,0,1,0
"swpson  ",-2,-2,-3,-1,-3,-3
"swpson  ",-2,-1,-2,-2,-1,-3
"swpson  ",-1,-2,-2,-2,-1,1
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-2,-2,0,-2,-2
"swpson  ",-3,-2,-2,-2,-2,-2
"swpson  ",-2,-2,-2,-1,-2,-2
"swpson  ",-2,-2,-2,-2,-2,-3
"swpson  ",-2,-2,-3,-2,-2,1
"brasilia",-2,-2,-3,-2,-2,-1
"swpson  ",-3,-3,-2,0,-2,-3
"jmu     ",-2,-2,-3,-2,-1,-2
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-3,-3,0,-3,-3,-3
"sdsu    ",-3,-2,-2,-2,-3,-2
"ufl     ",-2,-2,-2,-2,-2,-2
"qccuny  ",0,-1,-3,0,1,1
"qccuny  ",-2,-2,-3,-3,-2,-2
"ufl     ",-3,-1,-1,-1,0,-2
"sdsu    ",-3,-3,-2,-2,-2,-2
"qccuny  ",-2,-2,-3,-3,-3,-3
"qccuny  ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-2,-2,-2,-3,-3
"swpson  ",-3,-2,-3,-3,-3,-3
"qccuny  ",-2,-1,-2,-2,-2,-3
"ufl     ",2,2,2,2,2,-3
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-3,-2,-3,0,-3,1
"sdsu    ",-1,-1,-2,-2,-1,0
"sdsu    ",-1,-1,-2,-1,-1,2
"qccuny  ",-3,-2,-2,-2,-2,-3
"brasilia",-3,-3,-3,-3,-3,-3
"qccuny  ",-2,-3,-3,-3,-2,-3
"qccuny  ",-3,-3,-3,-3,-2,-3
"swpson  ",-3,1,-3,0,-3,3
"swpson  ",0,0,0,0,0,0
"ufl     ",-3,-2,-3,-3,-2,-3
"ufl     ",-2,-2,-2,-2,-2,-3
"swpson  ",0,0,0,0,0,0
"qccuny  ",-1,-2,-1,-2,-1,-1
"swpson  ",-3,0,-2,-2,-2,-3
"swpson  ",-2,-3,-3,-2,-2,-3
"qccuny  ",-3,-2,-3,-3,-3,-3
"swpson  ",-2,-2,-2,-1,-1,-3
"qccuny  ",-2,-2,-3,-2,-3,-3
"swpson  ",-3,-2,-2,-2,-3,1
"swpson  ",-3,-3,-3,-3,-2,-2
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-1,0,-1,-1,0,-2
"swpson  ",-3,-2,-3,-3,-2,-3
"swpson  ",1,0,0,0,0,0
"swpson  ",-2,0,-2,-2,-1,1
"swpson  ",-2,-2,-1,0,-3,1
"qccuny  ",-2,-1,-3,-3,-2,-3
"qccuny  ",-2,-2,-3,-1,-1,-3
"qccuny  ",-2,-2,-3,-2,-2,-2
"qccuny  ",-2,-3,-3,-2,-2,-2
"qccuny  ",-3,-2,-3,-2,-3,-3
"qccuny  ",0,0,0,0,0,0
"qccuny  ",-2,-2,-2,-2,-1,-2
"msvu    ",-3,-3,-3,-3,-2,0
"jmu     ",-2,-1,-3,0,1,1
"swpson  ",-3,-3,-3,-3,-3,-3
"qccuny  ",-1,-1,-1,-1,-1,-1
"ufl     ",-2,-2,-2,-2,-2,-2
"sdsu    ",-3,-3,-3,-3,-3,-2
"sdsu    ",0,-3,-3,-2,0,-3
"sdsu    ",-2,-2,-2,-2,-2,-2
"sdsu    ",-2,0,0,-1,-3,-1
"swpson  ",-3,-2,-3,-2,-2,-3
"tamuc   ",-3,-3,-3,-3,-3,-3
"tamuc   ",-3,-3,-3,-3,-3,-3
"tamuc   ",-2,-2,-3,-3,-2,-3
"sdsu    ",-1,-1,-3,-3,-1,-1
"sdsu    ",-2,-2,-3,-2,-2,-3
"tamuc   ",-3,-3,-3,-3,-3,-3
"sdsu    ",-3,-3,-2,-1,-2,-1
"ufl     ",-2,-2,-2,-1,-3,-3
"tamuc   ",-3,-2,-3,-2,-3,-2
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",0,0,-1,-1,1,0
"wl      ",-3,-2,-3,-2,-3,-3
"swpson  ",-2,-2,-2,-1,-2,0
"tamuc   ",-3,-2,-3,-2,-2,-3
"wl      ",-2,-3,-3,-3,-1,-1
"swpson  ",-3,-2,-3,-2,-2,-3
"vcu     ",-3,-3,-3,-3,-3,-2
"sdsu    ",-3,-3,-3,-3,-3,-2
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-3,-3,-3,-3,-3,NA
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-2,-2,-2,-1,-1,-1
"sdsu    ",-2,-2,-3,-2,-3,-2
"sdsu    ",-3,-3,-3,-3,-3,-3
"sdsu    ",-2,-3,-3,-3,-2,-3
"sdsu    ",-2,0,-3,-3,-2,-2
"sdsu    ",-2,-2,-3,-2,-3,-3
"sdsu    ",-3,-3,-3,-3,-3,-2
"swpson  ",-3,-3,-2,-2,-3,-2
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-2,-1,-2,-2,-1,-2
"swpson  ",-3,-2,-2,-3,-2,-3
"swpson  ",-3,-3,-3,-3,-3,-3
"swpson  ",-3,-2,-3,-2,-3,-3
"swpson  ",-2,-2,-3,-2,-2,-3
"swpson  ",-2,-2,-2,-2,-3,-2
"jmu     ",-2,-2,-3,-3,-2,-2
"mcdaniel",-3,-3,-2,-3,-3,-3
"jmu     ",-2,-2,-2,-2,-1,0
"mcdaniel",-2,-2,-2,-2,-2,-1
"mcdaniel",-1,1,-3,-1,3,0
"mcdaniel",-3,-3,-3,-3,-3,-3
"mcdaniel",2,0,-1,0,1,0
"mcdaniel",-2,-2,-2,-2,-2,-2
"swpson  ",-3,-2,-2,-3,-3,-3
"qccuny2 ",-2,-2,-3,-2,-1,-1
"mcdaniel",-2,-1,-2,-1,-2,-3
"swpson  ",-2,-1,-2,0,-1,0
"tamuc   ",-2,-3,-3,-3,-3,-2
"qccuny2 ",-3,-3,-3,-3,-3,-3
"wisc    ",-2,-2,-2,-2,-2,-2
"wisc    ",-3,-2,-2,-3,-2,-1
"wisc    ",-3,-3,-3,-3,-3,-3
"wisc    ",0,-1,-3,-3,-2,1
"wisc    ",-3,-2,-3,-2,-3,-3
"luc     ",-3,-2,-3,-2,-3,-3
"wisc    ",-3,-2,-3,-2,-2,-2
"wisc    ",-3,-3,-3,-3,-3,-2
"luc     ",-3,-3,-3,-3,-3,-2
"wisc    ",-2,-2,-3,0,-1,-1
"wisc    ",2,2,2,2,2,2
"luc     ",-3,-3,-3,-3,-3,-3
"qccuny  ",-3,-3,-3,-3,-3,-3
"wisc    ",-3,-3,-3,-3,-3,-1
